TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
02.04.2026  AEFES          AL          17,24       -0.0091     -0.2039     22.4686     PGC çok küçük, oran şişmiş – dikkatli yorumla                         
02.04.2026  DMSAS          AL          8,43        -0.0137     -0.2348     17.1387     PGC çok küçük, oran şişmiş – dikkatli yorumla                         
02.04.2026  OSMEN          AL          7,17        0.0842      0.4003      4.7550      PGC çok küçük, oran şişmiş – dikkatli yorumla                         
02.04.2026  AKSA           AL          11,33       0.5276      2.3986      4.5465      Para girişi var, hacim güçlü destek sağlıyor                          
02.04.2026  BMSTL          AL          85,25       -0.1155     -0.4501     3.8984      AL sinyali riskli – para çıkışı var                                   
02.04.2026  BRYAT          AL          2140,00     -0.1186     -0.4527     3.8175      AL sinyali riskli – para çıkışı var                                   
02.04.2026  ETYAT          AL          21,98       0.1981      0.7352      3.7112      Para girişi var, hacim güçlü destek sağlıyor                          
02.04.2026  SAMAT          AL          5,46        0.3258      0.8750      2.6854      Para girişi var, hacim güçlü destek sağlıyor                          
02.04.2026  SNICA          AL          3,88        0.3402      0.9047      2.6592      Para girişi var, hacim güçlü destek sağlıyor                          
02.04.2026  DARDL          AL          1,96        -0.3574     -0.7179     2.0087      AL sinyali riskli – para çıkışı var                                   
02.04.2026  ALARK          AL          89,45       -0.2237     -0.3758     1.6801      AL sinyali riskli – para çıkışı var                                   
02.04.2026  SDTTR          AL          212,50      0.8200      1.3266      1.6177      Yükseliş hacimle destekleniyor                                        
02.04.2026  GLYHO          AL          14,77       -0.6174     -0.9203     1.4906      AL sinyali riskli – para çıkışı var                                   
02.04.2026  KONTR          AL          8,09        0.4055      0.5915      1.4590      Yükseliş hacimle destekleniyor                                        
02.04.2026  HDFGS          AL          3,28        1.2790      1.7966      1.4047      Yükseliş hacimle destekleniyor                                        
02.04.2026  ZOREN          AL          2,83        0.9832      0.9978      1.0148      Orta düzey destek, yükseliş uyumlu ama zayıf                          
02.04.2026  ULUFA          AL          4,69        -0.8033     -0.6891     0.8579      AL sinyali riskli – para çıkışı var                                   
02.04.2026  CUSAN          AL          24,60       0.4624      0.3880      0.8390      Orta düzey destek, yükseliş uyumlu ama zayıf                          
