# Son Güncelleme: 07.04.2026 19:03:43
TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
07.04.2026  AHGAZ          AL          23,86       4.8333      17.4068     3.6014      Para girişi var, hacim güçlü destek sağlıyor                          
07.04.2026  MARKA          AL          55,00       1.5749      2.4616      1.5630      Yükseliş hacimle destekleniyor                                        
07.04.2026  PAGYO          AL          126,30      2.9219      3.8083      1.3034      Yükseliş hacimle destekleniyor                                        
07.04.2026  RYSAS          AL          20,30       10.6112     11.9971     1.1306      Orta düzey destek, yükseliş uyumlu ama zayıf                          
07.04.2026  BTCIM          AL          6,30        0.7850      0.8172      1.0409      Orta düzey destek, yükseliş uyumlu ama zayıf                          
07.04.2026  PAPIL          AL          15,96       1.6746      1.5551      0.9286      Orta düzey destek, yükseliş uyumlu ama zayıf                          
07.04.2026  ALKIM          AL          17,89       4.0465      3.1223      0.7716      Yükseliş hacimle destekleniyor                                        
07.04.2026  ATLAS          AL          8,06        2.2354      1.6655      0.7450      Yükseliş hacimle destekleniyor                                        
07.04.2026  ONCSM          AL          266,50      3.6727      2.5213      0.6865      Yükseliş hacimle destekleniyor                                        
07.04.2026  TCKRC          AL          91,60       4.3498      2.1618      0.4970      Para girişi var ama hacim sınırlı                                     
07.04.2026  KENT           AL          410,00      -1.0556     -0.4136     0.3918      AL sinyali riskli – para çıkışı var                                   
07.04.2026  TRILC          AL          15,32       -0.7186     -0.2434     0.3387      AL sinyali riskli – para çıkışı var                                   
07.04.2026  EUREN          AL          4,98        16.2549     4.8002      0.2953      Para girişi var ama hacim sınırlı                                     
07.04.2026  SEKFK          AL          10,95       4.2812      1.1898      0.2779      Para girişi var ama hacim sınırlı                                     
07.04.2026  TTRAK          AL          447,25      1.5071      0.2652      0.1760      Para girişi var ama hacim sınırlı                                     
07.04.2026  LINK           AL          5,00        -2.4866     -0.3228     0.1298      AL sinyali riskli – para çıkışı var                                   
07.04.2026  CASA           AL          90,70       32.5000     1.0810      0.0333      Para girişi var ama hacim sınırlı                                     
07.04.2026  RUZYE          AL          11,40       -14.8852    -0.1119     0.0075      AL sinyali riskli – para çıkışı var                                   
07.04.2026  BINHO          AL          8,64        140.6522    -0.5741     -0.0041     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
07.04.2026  YEOTK          AL          49,12       -1.8088     0.0105      -0.0058     AL sinyali riskli – para çıkışı var                                   
07.04.2026  RYGYO          AL          31,60       5.1180      -0.1160     -0.0227     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
07.04.2026  GIPTA          AL          64,10       0.4825      -0.0232     -0.0481     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
07.04.2026  QNBFK          AL          50,10       -374.0000   18.7368     -0.0501     AL sinyali riskli – para çıkışı var                                   
07.04.2026  PETKM          AL          21,92       0.4450      -0.0255     -0.0573     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
07.04.2026  BSOKE          AL          33,94       1.8701      -0.3999     -0.2139     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
07.04.2026  BAYRK          AL          4,51        1.2581      -0.3039     -0.2416     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
07.04.2026  RALYH          AL          211,00      2.1553      -0.5456     -0.2532     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
07.04.2026  ENJSA          AL          118,50      0.9706      -0.4694     -0.4836     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
07.04.2026  KLSYN          AL          9,89        1.1629      -0.6039     -0.5193     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
07.04.2026  OBAMS          AL          8,07        0.4666      -0.3048     -0.6532     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
07.04.2026  GOODY          AL          15,70       -0.6282     2.0438      -3.2534     AL sinyali riskli – para çıkışı var                                   
07.04.2026  TERA           AL          346,00      0.0069      -0.2811     -40.5378    PGC çok küçük, oran şişmiş – dikkatli yorumla                         
