TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
11.03.2026  ALBRK          AL          8,41        -0.0110     -0.3382     30.8171     PGC çok küçük, oran şişmiş – dikkatli yorumla                         
11.03.2026  TDGYO          AL          18,40       -0.0303     -0.5244     17.3338     PGC çok küçük, oran şişmiş – dikkatli yorumla                         
11.03.2026  DESA           AL          12,74       1.3150      12.5917     9.5752      Para girişi var, hacim güçlü destek sağlıyor                          
11.03.2026  BRLSM          AL          16,90       1.1311      0.8005      0.7077      Yükseliş hacimle destekleniyor                                        
11.03.2026  BULGS          AL          42,66       -1.0091     -0.6823     0.6762      AL sinyali riskli – para çıkışı var                                   
11.03.2026  DERHL          AL          14,88       -0.8935     -0.5904     0.6608      AL sinyali riskli – para çıkışı var                                   
11.03.2026  ATAKP          AL          53,90       -1.1886     -0.6877     0.5786      AL sinyali riskli – para çıkışı var                                   
11.03.2026  BAYRK          AL          4,59        -0.6200     -0.2416     0.3896      AL sinyali riskli – para çıkışı var                                   
11.03.2026  BVSAN          AL          115,80      3.1307      1.0015      0.3199      Para girişi var ama hacim sınırlı                                     
11.03.2026  BRMEN          AL          7,93        2.9167      0.5959      0.2043      Para girişi var ama hacim sınırlı                                     
11.03.2026  CWENE          AL          29,10       -2.5130     -0.3934     0.1565      AL sinyali riskli – para çıkışı var                                   
11.03.2026  BIGCH          AL          7,42        1.4560      0.1788      0.1228      Para girişi var ama hacim sınırlı                                     
11.03.2026  BIMAS          AL          694,50      8.2938      0.8664      0.1045      Para girişi var ama hacim sınırlı                                     
11.03.2026  CIMSA          AL          48,70       -6.6828     -0.4270     0.0639      AL sinyali riskli – para çıkışı var                                   
11.03.2026  BEYAZ          AL          28,70       2.1675      0.1024      0.0473      Para girişi var ama hacim sınırlı                                     
11.03.2026  ARCLK          AL          113,10      -24.0256    -0.3657     0.0152      AL sinyali riskli – para çıkışı var                                   
11.03.2026  CCOLA          AL          71,00       1.4046      0.0181      0.0129      Para girişi var ama hacim sınırlı                                     
11.03.2026  BRKSN          AL          8,93        -3.5870     0.1791      -0.0499     AL sinyali riskli – para çıkışı var                                   
11.03.2026  ARDYZ          AL          40,82       0.8281      -0.0468     -0.0566     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
11.03.2026  ASELS          AL          335,75      2.7984      -0.1843     -0.0659     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
11.03.2026  CEMAS          AL          4,81        -6.2203     0.4772      -0.0767     AL sinyali riskli – para çıkışı var                                   
11.03.2026  AKGRT          AL          7,69        1.9169      -0.1471     -0.0767     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
11.03.2026  ATLAS          AL          8,19        0.7949      -0.0705     -0.0888     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
11.03.2026  ADGYO          AL          51,90       1.3964      -0.1632     -0.1169     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
11.03.2026  ANGEN          AL          10,23       3.9387      -0.4811     -0.1222     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
11.03.2026  BIGEN          AL          8,76        3.4341      -0.4718     -0.1374     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
11.03.2026  BASGZ          AL          46,70       6.0581      -0.8527     -0.1407     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
11.03.2026  ARSAN          AL          3,75        1.1600      -0.1858     -0.1602     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
