# Son Güncelleme: 15.05.2026 19:01:43
TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
15.05.2026  ISSEN          AL          9,57        2.0968      3.1524      1.5035      Yükseliş hacimle destekleniyor                                        
15.05.2026  GSDHO          AL          5,84        0.7258      0.8512      1.1728      Orta düzey destek, yükseliş uyumlu ama zayıf                          
15.05.2026  BNTAS          AL          7,49        1.4835      1.4406      0.9710      Orta düzey destek, yükseliş uyumlu ama zayıf                          
15.05.2026  PRZMA          AL          45,86       -0.9196     -0.8035     0.8737      AL sinyali riskli – para çıkışı var                                   
15.05.2026  OZSUB          AL          29,50       -0.8945     -0.6322     0.7068      AL sinyali riskli – para çıkışı var                                   
15.05.2026  NTGAZ          AL          13,25       -0.6774     -0.4298     0.6345      AL sinyali riskli – para çıkışı var                                   
15.05.2026  BAYRK          AL          5,14        0.5796      0.3560      0.6142      Yükseliş hacimle destekleniyor                                        
15.05.2026  KENT           AL          418,75      -1.0000     -0.5465     0.5465      AL sinyali riskli – para çıkışı var                                   
15.05.2026  NTHOL          AL          39,06       -1.2965     -0.6772     0.5224      AL sinyali riskli – para çıkışı var                                   
15.05.2026  HUBVC          AL          3,95        -0.8854     -0.3729     0.4212      AL sinyali riskli – para çıkışı var                                   
15.05.2026  EFOR           AL          11,20       -1.5357     -0.4831     0.3146      AL sinyali riskli – para çıkışı var                                   
15.05.2026  HALKB          AL          40,40       -1.3102     -0.2271     0.1734      AL sinyali riskli – para çıkışı var                                   
15.05.2026  ALKA           AL          11,06       -1.3854     -0.2329     0.1681      AL sinyali riskli – para çıkışı var                                   
15.05.2026  GEDIK          AL          6,98        19.4066     2.8688      0.1478      Para girişi var ama hacim sınırlı                                     
15.05.2026  PENGD          AL          14,90       -1.2429     -0.1765     0.1420      AL sinyali riskli – para çıkışı var                                   
15.05.2026  GIPTA          AL          78,35       -1.6837     -0.1210     0.0718      AL sinyali riskli – para çıkışı var                                   
15.05.2026  MAKIM          AL          17,36       5.1154      0.3394      0.0664      Para girişi var ama hacim sınırlı                                     
15.05.2026  BARMA          AL          60,40       -3.6187     -0.0527     0.0146      AL sinyali riskli – para çıkışı var                                   
15.05.2026  BLCYT          AL          36,12       5.6084      0.0115      0.0020      Para girişi var ama hacim sınırlı                                     
15.05.2026  GMTAS          AL          42,10       1.1624      -0.0065     -0.0056     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
15.05.2026  MARTI          AL          1,98        -4.1416     0.0733      -0.0177     AL sinyali riskli – para çıkışı var                                   
15.05.2026  BESLR          AL          16,10       18.9000     -0.4391     -0.0232     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
15.05.2026  OZKGY          AL          13,31       16.9000     -0.6047     -0.0358     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
15.05.2026  MARKA          AL          53,45       4.7829      -0.2089     -0.0437     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
15.05.2026  PENTA          AL          15,97       -0.5925     0.0328      -0.0553     AL sinyali riskli – para çıkışı var                                   
15.05.2026  FADE           AL          16,16       0.4520      -0.0368     -0.0814     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
15.05.2026  ANSGR          AL          31,00       3.5605      -0.5645     -0.1585     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
15.05.2026  IZFAS          AL          62,20       0.9401      -0.1795     -0.1909     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
15.05.2026  VBTYZ          AL          24,48       -2.7389     0.5943      -0.2170     AL sinyali riskli – para çıkışı var                                   
15.05.2026  GRNYO          AL          21,00       0.6229      -0.2320     -0.3725     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
15.05.2026  HATSN          AL          53,10       -5.0941     1.9245      -0.3778     AL sinyali riskli – para çıkışı var                                   
15.05.2026  KAPLM          AL          635,00      1.7809      -0.7361     -0.4133     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
15.05.2026  ICBCT          AL          18,43       -2.0356     3.5454      -1.7416     AL sinyali riskli – para çıkışı var                                   
15.05.2026  EKSUN          AL          7,00        -0.9125     2.7302      -2.9921     AL sinyali riskli – para çıkışı var                                   
15.05.2026  TUCLK          AL          4,56        -0.8979     4.8176      -5.3652     AL sinyali riskli – para çıkışı var                                   
15.05.2026  MOPAS          AL          43,66       -0.0987     0.5816      -5.8933     PGC çok küçük, oran şişmiş – dikkatli yorumla                         
