TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
13.03.2026  ONCSM          AL          240,90      -0.0672     -0.3346     4.9797      PGC çok küçük, oran şişmiş – dikkatli yorumla                         
13.03.2026  PETKM          AL          20,14       0.1064      0.4358      4.0951      Para girişi var, hacim güçlü destek sağlıyor                          
13.03.2026  BLUME          AL          47,06       0.0886      0.3034      3.4235      PGC çok küçük, oran şişmiş – dikkatli yorumla                         
13.03.2026  HEDEF          AL          115,90      -0.4587     -0.5268     1.1484      AL sinyali riskli – para çıkışı var                                   
13.03.2026  HATEK          AL          14,55       -0.5138     -0.4755     0.9254      AL sinyali riskli – para çıkışı var                                   
13.03.2026  FORTE          AL          93,55       -0.2221     -0.1614     0.7266      AL sinyali riskli – para çıkışı var                                   
13.03.2026  BIOEN          AL          17,74       -0.7712     -0.4560     0.5912      AL sinyali riskli – para çıkışı var                                   
13.03.2026  EDATA          AL          14,53       -1.2496     -0.7188     0.5752      AL sinyali riskli – para çıkışı var                                   
13.03.2026  ENTRA          AL          10,39       1.7250      0.8369      0.4852      Para girişi var ama hacim sınırlı                                     
13.03.2026  OBAMS          AL          7,65        2.0975      0.7709      0.3675      Para girişi var ama hacim sınırlı                                     
13.03.2026  ISGSY          AL          139,00      -1.1364     -0.3305     0.2908      AL sinyali riskli – para çıkışı var                                   
13.03.2026  ETYAT          AL          21,74       0.5492      0.1009      0.1837      Para girişi var ama hacim sınırlı                                     
13.03.2026  AHGAZ          AL          22,88       -3.2552     -0.5116     0.1572      AL sinyali riskli – para çıkışı var                                   
13.03.2026  ATSYH          AL          49,40       -2.5306     -0.3697     0.1461      AL sinyali riskli – para çıkışı var                                   
13.03.2026  DMRGD          AL          3,93        9.5395      1.0372      0.1087      Para girişi var ama hacim sınırlı                                     
13.03.2026  PATEK          AL          17,98       -1.7997     -0.1872     0.1040      AL sinyali riskli – para çıkışı var                                   
13.03.2026  SILVR          AL          2,71        66.8696     5.1589      0.0771      Para girişi var ama hacim sınırlı                                     
13.03.2026  TSPOR          AL          0,96        19.6205     1.1869      0.0605      Para girişi var ama hacim sınırlı                                     
13.03.2026  KAYSE          AL          4,80        -236.4058   0.8285      -0.0035     AL sinyali riskli – para çıkışı var                                   
13.03.2026  ISMEN          AL          45,44       19.0549     -0.2988     -0.0157     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  KLSER          AL          25,82       -14.2500    0.3169      -0.0222     AL sinyali riskli – para çıkışı var                                   
13.03.2026  LYDYE          AL          17005,00    28.9429     -0.7562     -0.0261     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  LILAK          AL          30,82       1.2531      -0.0968     -0.0773     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  ZRGYO          AL          21,26       -5.9894     0.7667      -0.1280     AL sinyali riskli – para çıkışı var                                   
13.03.2026  GLYHO          AL          15,06       1.2189      -0.3050     -0.2502     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  DMSAS          AL          8,56        2.1760      -0.5559     -0.2555     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  FRIGO          AL          9,02        2.4585      -0.6341     -0.2579     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  EKIZ           AL          101,70      1.2632      -0.4441     -0.3516     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  AKCNS          AL          208,50      0.6791      -0.2433     -0.3584     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  EUREN          AL          4,71        1.2769      -0.7654     -0.5994     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  TTRAK          AL          460,00      0.8527      -0.6658     -0.7808     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  BAGFS          AL          34,90       0.4743      -0.4647     -0.9798     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  NTGAZ          AL          12,21       0.2433      -0.6872     -2.8243     Çelişkili sinyal – para girişi var ama hacim düşüyor                  
13.03.2026  MEDTR          AL          29,80       -0.3150     1.4562      -4.6231     AL sinyali riskli – para çıkışı var                                   
