TARIH       SEMBOL  GUN.F%  SON  
31.03.2026  BOBET   0,00    nan  
31.03.2026  BORLS   2,21    2,78 
31.03.2026  BORSK   1,85    6,06 
31.03.2026  BOSSA   1,28    6,34 
31.03.2026  BRISA   0,97    83,05
31.03.2026  BRKO    -3,56   11,93
31.03.2026  BRKSN   1,56    9,13 
31.03.2026  BRKVY   1,03    83,50
31.03.2026  BRLSM   1,90    14,99
31.03.2026  BRMEN   -5,00   8,55 
31.03.2026  BRSAN   -0,67   516,50
31.03.2026  BRYAT   2,19    2.102,00
31.03.2026  BSOKE   -1,22   32,40
31.03.2026  BTCIM   -5,10   5,95 
31.03.2026  BUCIM   1,00    6,05 
31.03.2026  BULGS   9,97    45,24
31.03.2026  BURCE   -1,18   45,18
31.03.2026  BURVA   -1,69   875,00
31.03.2026  BVSAN   1,34    105,60
31.03.2026  BYDNR   -3,30   40,42
31.03.2026  CANTE   -0,61   1,64 
31.03.2026  CASA    2,22    92,10
31.03.2026  CATES   -2,71   43,10
31.03.2026  CCOLA   7,31    70,45
31.03.2026  CELHA   0,33    9,03 
31.03.2026  CEMAS   -0,63   4,77 
31.03.2026  CEMTS   2,08    10,30
31.03.2026  CEMZY   -4,76   65,00
31.03.2026  CEOEM   -0,87   20,62
31.03.2026  CGCAM   1,68    36,22
31.03.2026  CIMSA   0,21    48,70
31.03.2026  CLEBI   1,41    1.723,00
31.03.2026  CMBTN   0,00    1.664,00
31.03.2026  CMENT   -0,23   320,50
31.03.2026  CONSE   2,15    3,32 
31.03.2026  COSMO   9,96    235,10
31.03.2026  CRDFA   0,30    27,00
31.03.2026  CRFSA   4,34    125,00
31.03.2026  CUSAN   -3,82   23,64
31.03.2026  CVKMD   -1,88   31,36
31.03.2026  CWENE   -0,81   29,36
31.03.2026  DAGI    1,27    5,59 
31.03.2026  DAPGM   -2,11   14,40
31.03.2026  DARDL   0,00    1,90 
31.03.2026  DCTTR   -2,06   9,99 
31.03.2026  DENGE   1,79    2,27 
31.03.2026  DERHL   3,47    14,33
31.03.2026  DERIM   1,11    34,76
31.03.2026  DESA    0,75    13,35
31.03.2026  DESPC   0,27    37,50
31.03.2026  DEVA    1,78    60,05
31.03.2026  DGATE   -0,49   71,65
31.03.2026  DGGYO   1,76    27,74
31.03.2026  DGNMO   0,28    3,54 
31.03.2026  DIRIT   3,06    32,98
31.03.2026  DITAS   -3,42   42,38
31.03.2026  DMRGD   0,74    4,11 
31.03.2026  DMSAS   0,12    8,35 
31.03.2026  DNISI   0,16    19,29
31.03.2026  DOAS    1,79    192,90
31.03.2026  DOCO    0,24    8.290,00
31.03.2026  DOFER   0,59    34,30
31.03.2026  DOFRB   -0,18   108,30
31.03.2026  DOGUB   -0,75   86,05
31.03.2026  DOHOL   -2,01   19,97
31.03.2026  DOKTA   0,45    22,28
31.03.2026  DSTKF   1,62    1.882,00
31.03.2026  DUNYH   -0,10   102,80
31.03.2026  DURDO   0,28    3,62 
31.03.2026  DURKN   2,50    17,61
31.03.2026  DYOBY   0,39    12,88
31.03.2026  DZGYO   2,62    7,45 
31.03.2026  EBEBK   -0,78   57,20
31.03.2026  ECILC   -2,06   104,80
31.03.2026  ECOGR   2,76    33,50
31.03.2026  ECZYT   9,95    306,75
31.03.2026  EDATA   -1,75   16,29
31.03.2026  EDIP    0,54    33,28
31.03.2026  EFOR    0,00    9,65 
31.03.2026  EGEEN   -1,63   5.427,50
31.03.2026  EGEGY   2,09    29,34
31.03.2026  EGEPO   4,49    13,73
31.03.2026  EGGUB   -2,35   116,50
31.03.2026  EGPRO   3,43    29,58
31.03.2026  EGSER   0,00    2,69 
31.03.2026  EKGYO   0,21    19,21
31.03.2026  EKIZ    -1,19   91,00
31.03.2026  EKOS    0,19    5,27 
31.03.2026  EKSUN   1,96    5,21 
31.03.2026  ELITE   2,90    29,08
31.03.2026  EMKEL   -5,58   20,98
31.03.2026  EMNIS   -0,07   149,80
31.03.2026  ENDAE   4,07    15,09
31.03.2026  ENERY   3,73    8,90 
31.03.2026  ENJSA   -1,46   114,50
31.03.2026  ENKAI   0,00    93,45
31.03.2026  ENSRI   0,60    30,00
31.03.2026  ENTRA   1,76    10,99
31.03.2026  EPLAS   0,71    5,64 
31.03.2026  ERBOS   2,40    183,60
31.03.2026  ERCB    2,03    49,22
31.03.2026  EREGL   2,32    28,22
31.03.2026  ERSU    5,15    22,44
31.03.2026  ESCAR   5,02    44,34
31.03.2026  ESCOM   -1,87   4,19 
31.03.2026  ESEN    0,27    3,72 
31.03.2026  ETILR   4,44    4,00 
31.03.2026  ETYAT   0,66    21,44
31.03.2026  EUHOL   2,96    12,88
31.03.2026  EUKYO   2,46    20,80
31.03.2026  EUPWR   1,58    41,14
31.03.2026  EUREN   0,22    4,47 
31.03.2026  EUYO    9,98    18,07
31.03.2026  EYGYO   2,63    2,73 
31.03.2026  FADE    7,98    15,29
31.03.2026  FENER   1,17    2,59 
31.03.2026  FLAP    2,31    11,05
31.03.2026  FMIZP   1,76    274,50
31.03.2026  FONET   -4,44   5,16 
31.03.2026  FORMT   -2,88   2,70 
31.03.2026  FORTE   3,28    107,00
31.03.2026  FRIGO   4,05    10,01
31.03.2026  FRMPL   2,77    31,16
31.03.2026  FROTO   1,10    101,10
31.03.2026  FZLGY   -2,04   14,86
31.03.2026  GARAN   0,80    126,50
31.03.2026  GARFA   -0,38   26,26
31.03.2026  GATEG   -1,56   300,25
31.03.2026  GEDIK   -0,37   5,33 
31.03.2026  GEDZA   0,29    27,48
31.03.2026  GENIL   6,26    10,70
31.03.2026  GENTS   4,67    8,52 
31.03.2026  GEREL   3,04    29,18
31.03.2026  GESAN   2,00    45,90
31.03.2026  GIPTA   -1,65   65,40
31.03.2026  GLBMD   1,40    11,61
31.03.2026  GLCVY   0,24    61,55
31.03.2026  GLRMK   5,09    181,70
31.03.2026  GLRYH   1,02    3,96 
31.03.2026  GLYHO   1,09    13,87
31.03.2026  GMTAS   1,46    26,42
31.03.2026  GOKNR   0,92    21,90
31.03.2026  GOLTS   0,20    376,50
31.03.2026  GOODY   -2,05   14,82
31.03.2026  GOZDE   1,77    20,12
31.03.2026  GRNYO   2,80    14,34
31.03.2026  GRSEL   0,41    309,50
31.03.2026  GRTHO   -0,22   226,00
31.03.2026  GSDDE   1,83    9,45 
31.03.2026  GSDHO   3,11    4,31 
31.03.2026  GSRAY   2,94    1,05 
31.03.2026  GUBRF   1,77    473,25
31.03.2026  GUNDG   0,00    850,00
31.03.2026  GWIND   1,96    29,20
31.03.2026  GZNMI   1,54    56,10
31.03.2026  HALKB   -1,84   35,12
31.03.2026  HATEK   1,72    14,79
31.03.2026  HATSN   -0,91   37,08
31.03.2026  HDFGS   1,77    2,88 
31.03.2026  HEDEF   0,00    122,70
31.03.2026  HEKTS   2,14    2,86 
31.03.2026  HKTM    0,88    11,42
31.03.2026  HLGYO   0,86    4,67 
31.03.2026  HOROZ   1,83    58,50
31.03.2026  HRKET   1,43    60,15
31.03.2026  HTTBT   1,64    37,10
31.03.2026  HUBVC   3,28    3,78 
31.03.2026  HUNER   0,00    3,00 
31.03.2026  HURGZ   -0,97   6,11 
31.03.2026  ICBCT   0,79    14,07
31.03.2026  ICUGS   10,00   3,30 
31.03.2026  IDGYO   1,95    4,18 
31.03.2026  IEYHO   0,16    92,25
31.03.2026  IHAAS   -0,42   83,10
31.03.2026  IHEVA   0,00    2,08 
31.03.2026  IHGZT   0,00    1,36 
31.03.2026  IHLAS   1,06    1,91 
31.03.2026  IHLGM   0,00    1,94 
31.03.2026  IHYAY   0,61    1,66 
31.03.2026  IMASM   1,11    3,65 
31.03.2026  INDES   -0,11   8,70 
31.03.2026  INFO    4,32    3,14 
31.03.2026  INGRM   0,60    378,75
31.03.2026  INTEK   2,95    244,00
31.03.2026  INTEM   9,96    287,00
31.03.2026  INVEO   0,99    7,16 
31.03.2026  INVES   1,11    455,00
31.03.2026  ISCTR   1,78    13,17
31.03.2026  ISDMR   0,29    41,72
31.03.2026  ISFIN   -0,31   19,19
31.03.2026  ISGSY   -0,08   117,90
31.03.2026  ISGYO   -0,60   19,90
31.03.2026  ISKPL   5,67    16,97
31.03.2026  ISMEN   1,22    43,16
31.03.2026  ISSEN   -1,32   7,50 
31.03.2026  ISYAT   0,88    8,03 
31.03.2026  IZENR   -3,98   9,41 
31.03.2026  IZFAS   0,19    51,80
31.03.2026  IZINV   -1,62   72,80
31.03.2026  IZMDC   1,78    6,30 
31.03.2026  JANTS   0,00    16,60
31.03.2026  KAPLM   -2,17   451,50
31.03.2026  KAREL   1,19    8,52 
31.03.2026  KARSN   2,28    9,44 
31.03.2026  KARTN   0,40    62,10
31.03.2026  KATMR   -1,48   2,67 
31.03.2026  KAYSE   -0,23   4,33 
31.03.2026  KBORU   4,67    18,37
31.03.2026  KCAER   1,39    10,95
31.03.2026  KCHOL   0,41    194,80
31.03.2026  KENT    -1,28   403,50
31.03.2026  KERVN   9,84    4,13 
31.03.2026  KFEIN   -0,12   8,14 
31.03.2026  KGYO    2,36    7,80 
31.03.2026  KIMMR   1,20    17,75
31.03.2026  KLGYO   1,22    4,98 
31.03.2026  KLKIM   -1,83   36,50
31.03.2026  KLMSN   1,23    29,66
31.03.2026  KLNMA   3,56    9,90 
31.03.2026  KLRHO   9,94    129,40
31.03.2026  KLSER   1,28    25,38
31.03.2026  KLSYN   0,56    8,96 
31.03.2026  KLYPV   -0,87   57,00
31.03.2026  KMPUR   9,99    16,62
31.03.2026  KNFRT   1,25    10,56
31.03.2026  KOCMT   0,83    2,43 
31.03.2026  KONKA   1,24    16,30
31.03.2026  KONTR   0,47    8,62 
31.03.2026  KONYA   0,60    3.802,50
31.03.2026  KOPOL   0,37    5,47 
31.03.2026  KORDS   -1,06   55,95
31.03.2026  KOTON   1,49    14,35
31.03.2026  KRDMA   1,78    29,78
31.03.2026  KRDMB   0,17    58,10
31.03.2026  KRDMD   6,11    30,90
31.03.2026  KRGYO   0,38    2,67 
31.03.2026  KRONT   -0,61   19,69
31.03.2026  KRPLS   0,59    8,50 
31.03.2026  KRSTL   1,64    8,07 
31.03.2026  KRTEK   -0,42   23,88
31.03.2026  KRVGD   0,00    2,65 
31.03.2026  KSTUR   -2,02   2.907,50
31.03.2026  KTLEV   3,44    78,20
31.03.2026  KTSKR   0,35    72,00
31.03.2026  KUTPO   2,23    87,15
31.03.2026  KUVVA   -3,70   130,00
31.03.2026  KUYAS   1,39    76,65
31.03.2026  KZBGY   7,77    3,33 
31.03.2026  KZGYO   1,06    22,90
31.03.2026  LIDER   -3,00   116,50
31.03.2026  LIDFA   -2,44   3,60 
31.03.2026  LILAK   2,51    37,52
31.03.2026  LINK    0,00    5,25 
31.03.2026  LKMNH   1,14    15,10
31.03.2026  LMKDC   -1,23   30,62
31.03.2026  LOGO    -0,15   131,80
31.03.2026  LRSHO   2,87    3,59 
31.03.2026  LUKSK   1,30    93,55
31.03.2026  LYDHO   -1,35   183,00
31.03.2026  LYDYE   -1,91   17.322,50
31.03.2026  MAALT   1,98    1.135,00
31.03.2026  MACKO   -0,94   33,90
31.03.2026  MAGEN   2,44    52,45
31.03.2026  MAKIM   0,84    15,63
31.03.2026  MAKTK   1,39    12,37
31.03.2026  MANAS   -4,98   22,14
31.03.2026  MARBL   -0,08   12,40
31.03.2026  MARKA   9,99    57,25
31.03.2026  MARTI   2,92    1,41 
31.03.2026  MAVI    2,68    42,10
31.03.2026  MEDTR   -1,02   27,12
31.03.2026  MEGAP   0,88    2,30 
31.03.2026  MEGMT   6,83    79,75
31.03.2026  MEKAG   -1,67   7,08 
31.03.2026  MEPET   1,56    26,00
31.03.2026  MERCN   0,00    nan  
31.03.2026  MERIT   3,75    15,51
31.03.2026  MERKO   4,12    17,18
31.03.2026  METRO   1,17    5,19 
31.03.2026  MEYSU   -0,60   13,30
23.01.2026  MGROS   0,56    628,50
31.03.2026  MHRGY   1,49    3,41 
31.03.2026  MIATK   0,53    41,58
31.03.2026  MMCAS   4,94    94,45
31.03.2026  MNDRS   -1,63   11,50
31.03.2026  MNDTR   3,38    5,51 
31.03.2026  MOBTL   6,20    12,50
31.03.2026  MOGAN   4,66    13,26
31.03.2026  MOPAS   2,29    40,24
31.03.2026  MPARK   0,71    425,50
31.03.2026  MRGYO   1,50    1,35 
31.03.2026  MRSHL   -0,66   1.354,00
31.03.2026  MSGYO   6,61    7,58 
31.03.2026  MTRKS   1,06    20,94
31.03.2026  MTRYO   0,56    8,99 
31.03.2026  MZHLD   -0,83   5,94 
31.03.2026  NATEN   0,57    7,11 
31.03.2026  NETAS   9,96    61,30
31.03.2026  NIBAS   -4,56   9,83 
31.03.2026  NTGAZ   1,74    11,72
31.03.2026  NTHOL   2,00    38,74
31.03.2026  NUGYO   1,37    8,85 
31.03.2026  NUHCM   0,82    233,90
31.03.2026  OBAMS   5,14    8,79 
31.03.2026  OBASE   1,60    33,12
31.03.2026  ODAS    -0,52   5,74 
31.03.2026  ODINE   4,82    870,00
31.03.2026  OFSYM   -0,67   59,50
31.03.2026  ONCSM   1,41    252,50
31.03.2026  ONRYT   1,09    55,65
31.03.2026  ORCAY   1,89    3,23 
31.03.2026  ORGE    -0,42   71,75
31.03.2026  ORMA    -1,06   149,90
31.03.2026  OSMEN   1,71    7,13 
31.03.2026  OSTIM   0,77    2,63 
31.03.2026  OTKAR   -1,15   364,00
31.03.2026  OTTO    1,52    335,00
31.03.2026  OYAKC   -0,94   23,24
31.03.2026  OYAYO   -2,64   55,40
31.03.2026  OYLUM   0,68    7,40 
31.03.2026  OYYAT   0,00    nan  
31.03.2026  OZATD   0,76    212,70
31.03.2026  OZGYO   0,52    1,92 
31.03.2026  OZKGY   0,08    12,07
31.03.2026  OZRDN   0,06    34,52
31.03.2026  OZSUB   2,23    21,06
31.03.2026  OZYSR   3,53    45,70
31.03.2026  PAGYO   5,29    119,50
31.03.2026  PAHOL   0,68    1,49 
31.03.2026  PAMEL   0,44    80,40
31.03.2026  PAPIL   3,04    15,61
31.03.2026  PARSN   0,56    80,35
31.03.2026  PASEU   5,08    124,00
31.03.2026  PATEK   1,36    17,92
31.03.2026  PCILT   0,69    29,06
31.03.2026  PEKGY   0,00    14,30
31.03.2026  PENGD   9,93    10,41
31.03.2026  PENTA   0,79    12,77
31.03.2026  PETKM   3,51    21,22
31.03.2026  PETUN   0,18    11,32
31.03.2026  PGSUS   0,52    175,50
31.03.2026  PINSU   -3,45   11,49
31.03.2026  PKART   0,46    75,80
31.03.2026  PKENT   0,55    146,90
31.03.2026  PLTUR   5,81    24,04
31.03.2026  PNLSN   2,30    47,14
31.03.2026  PNSUT   1,92    11,12
31.03.2026  POLHO   -4,30   20,46
31.03.2026  POLTK   2,05    4.857,50
31.03.2026  PRDGS   2,87    6,80 
31.03.2026  PRKAB   0,26    39,30
31.03.2026  PRKME   2,39    17,96
31.03.2026  PRZMA   -6,63   14,65
31.03.2026  PSDTC   -0,47   127,40
31.03.2026  PSGYO   -1,99   2,46 
31.03.2026  QNBFK   -0,97   51,00
31.03.2026  QNBTR   -0,09   275,00
31.03.2026  QUAGR   2,13    2,88 
31.03.2026  RALYH   -10,00  201,60
31.03.2026  RAYSG   0,63    191,10
31.03.2026  REEDR   9,99    7,71 
31.03.2026  RGYAS   0,70    157,30
31.03.2026  RNPOL   1,40    2,17 
31.03.2026  RODRG   -4,45   20,16
31.03.2026  RTALB   -0,57   3,46 
31.03.2026  RUBNS   5,79    43,52
31.03.2026  RUZYE   -0,59   11,72
31.03.2026  RYGYO   -2,60   29,24
31.03.2026  RYSAS   -0,27   18,32
31.03.2026  SAFKR   0,55    29,40
31.03.2026  SAHOL   0,56    89,40
31.03.2026  SAMAT   0,39    5,20 
31.03.2026  SANEL   -1,63   34,96
31.03.2026  SANFM   3,16    7,50 
31.03.2026  SANKO   0,26    19,25
31.03.2026  SARKY   2,20    26,98
31.03.2026  SASA    0,43    2,34 
31.03.2026  SAYAS   -0,65   39,98
31.03.2026  SDTTR   -1,73   204,20
31.03.2026  SEGMN   -2,91   48,74
31.03.2026  SEGYO   3,75    4,43 
31.03.2026  SEKFK   4,74    10,60
31.03.2026  SEKUR   9,87    6,90 
31.03.2026  SELEC   0,44    80,50
31.03.2026  SELVA   5,19    2,23 
31.03.2026  SERNT   -1,93   8,12 
31.03.2026  SEYKM   0,45    4,42 
31.03.2026  SILVR   8,15    2,52 
31.03.2026  SISE    2,04    43,98
31.03.2026  SKBNK   2,12    10,62
31.03.2026  SKTAS   -0,69   2,86 
31.03.2026  SKYLP   8,67    282,00
31.03.2026  SKYMD   -5,14   13,09
31.03.2026  SMART   0,26    31,00
31.03.2026  SMRTG   -7,25   6,40 
31.03.2026  SMRVA   0,99    56,10
31.03.2026  SNGYO   0,29    3,41 
31.03.2026  SNICA   0,26    3,80 
06.02.2026  SNKRN   -2,69   343,50
31.03.2026  SNPAM   0,38    20,88
31.03.2026  SODSN   2,22    9,20 
31.03.2026  SOKE    -0,44   15,68
31.03.2026  SOKM    -0,24   48,92
31.03.2026  SONME   -0,43   138,50
31.03.2026  SRVGY   0,00    3,10 
31.03.2026  SUMAS   -1,25   256,50
31.03.2026  SUNTK   0,61    32,98
31.03.2026  SURGY   1,68    54,40
31.03.2026  SUWEN   0,12    8,30 
31.03.2026  TABGD   -1,55   241,20
31.03.2026  TARKM   0,14    370,75
31.03.2026  TATEN   -0,77   11,61
31.03.2026  TATGD   3,39    16,18
31.03.2026  TAVHL   5,21    307,75
31.03.2026  TBORG   0,14    142,80
31.03.2026  TCELL   1,24    105,90
31.03.2026  TCKRC   2,18    86,85
31.03.2026  TDGYO   -5,46   17,82
31.03.2026  TEHOL   0,75    17,50
31.03.2026  TEKTU   4,02    9,05 
31.03.2026  TERA    1,94    355,00
31.03.2026  TEZOL   -0,86   17,30
31.03.2026  TGSAS   -1,87   157,40
31.03.2026  THYAO   1,90    294,25
31.03.2026  TKFEN   1,77    98,00
31.03.2026  TKNSA   2,28    20,16
31.03.2026  TLMAN   1,86    87,70
31.03.2026  TMPOL   -1,04   571,50
31.03.2026  TMSN    0,85    100,70
31.03.2026  TNZTP   0,75    21,50
31.03.2026  TOASO   0,83    273,75
31.03.2026  TRALT   2,24    41,90
31.03.2026  TRCAS   1,05    40,36
31.03.2026  TRENJ   0,11    91,25
31.03.2026  TRGYO   1,79    85,40
31.03.2026  TRHOL   1,66    980,00
31.03.2026  TRILC   -0,44   15,78
31.03.2026  TRMET   1,02    119,00
31.03.2026  TSGYO   0,00    6,44 
31.03.2026  TSKB    0,27    11,11
31.03.2026  TSPOR   1,10    0,92 
31.03.2026  TTKOM   -0,77   58,05
31.03.2026  TTRAK   0,11    444,50
31.03.2026  TUCLK   -1,45   4,07 
31.03.2026  TUKAS   1,34    2,27 
31.03.2026  TUPRS   4,55    258,25
31.03.2026  TUREX   0,99    7,11 
31.03.2026  TURGG   0,00    28,86
31.03.2026  TURSG   0,79    12,70
31.03.2026  UCAYM   -1,35   26,32
31.03.2026  UFUK    0,18    1.630,00
31.03.2026  ULAS    9,94    44,48
31.03.2026  ULKER   4,71    117,80
31.03.2026  ULUFA   -1,11   4,45 
31.03.2026  ULUSE   -5,58   155,80
31.03.2026  ULUUN   0,26    7,57 
31.03.2026  UNLU    0,00    nan  
31.03.2026  USAK    0,64    1,57 
31.03.2026  VAKBN   -0,33   30,00
31.03.2026  VAKFA   0,34    11,77
31.03.2026  VAKFN   0,00    1,71 
31.03.2026  VAKKO   5,58    88,00
31.03.2026  VANGD   -0,82   72,40
31.03.2026  VBTYZ   0,48    18,92
31.03.2026  VERTU   0,27    37,42
31.03.2026  VERUS   0,84    451,00
31.03.2026  VESBE   0,00    6,96 
31.03.2026  VESTL   -2,38   27,94
31.03.2026  VKFYO   9,32    34,48
31.03.2026  VKGYO   -0,39   2,56 
31.03.2026  VKING   9,93    25,46
31.03.2026  VRGYO   -0,46   2,17 
31.03.2026  VSNMD   2,77    76,00
31.03.2026  XU100   1,30    12.790,98
31.03.2026  YAPRK   -2,31   14,82
31.03.2026  YATAS   -1,19   43,10
31.03.2026  YAYLA   9,98    24,02
31.03.2026  YBTAS   -2,95   18,08
31.03.2026  YEOTK   0,10    51,30
31.03.2026  YESIL   -0,64   1,55 
31.03.2026  YGGYO   1,60    210,00
31.03.2026  YGYO    0,00    nan  
31.03.2026  YIGIT   1,65    23,40
31.03.2026  YKBNK   0,92    33,02
31.03.2026  YKSLN   1,28    3,16 
31.03.2026  YONGA   -1,30   53,30
31.03.2026  YUNSA   3,20    8,06 
31.03.2026  YYAPI   -8,11   1,02 
31.03.2026  YYLGD   -0,55   10,78
31.03.2026  ZEDUR   -0,37   8,17 
31.03.2026  ZERGY   5,52    19,89
31.03.2026  ZGYO    3,86    25,32
31.03.2026  ZOREN   0,36    2,78 
31.03.2026  ZRGYO   -0,26   22,88
