TARIH       SEMBOL  GUN.F%  SON  
02.03.2026  BARMA   -2,52   41,72
02.03.2026  BASCM   -5,98   13,52
02.03.2026  BASGZ   0,38    47,58
02.03.2026  BAYRK   -6,03   4,21 
02.03.2026  BEGYO   -7,05   4,09 
02.03.2026  BERA    -3,31   16,66
02.03.2026  BESLR   -2,04   14,40
02.03.2026  BEYAZ   -5,85   27,66
02.03.2026  BFREN   -5,98   144,60
02.03.2026  BIENY   -5,54   21,84
02.03.2026  BIGCH   -0,64   7,74 
02.03.2026  BIGEN   -3,96   8,72 
02.03.2026  BIGTK   -2,90   259,25
02.03.2026  BIMAS   1,05    674,50
02.03.2026  BINBN   1,19    162,20
02.03.2026  BINHO   -4,89   8,56 
02.03.2026  BIOEN   -5,40   15,42
02.03.2026  BIZIM   -4,89   27,60
02.03.2026  BJKAS   -3,27   1,48 
02.03.2026  BLCYT   -5,74   35,80
02.03.2026  BLUME   -8,45   43,12
02.03.2026  BMSCH   -2,13   17,03
02.03.2026  BMSTL   -9,95   67,00
02.03.2026  BNTAS   -5,29   6,27 
02.03.2026  BOBET   -1,36   20,28
02.03.2026  BORLS   1,34    3,03 
02.03.2026  BORSK   -4,72   5,86 
02.03.2026  BOSSA   -6,61   6,36 
02.03.2026  BRISA   -4,41   86,65
02.03.2026  BRKO    -2,74   16,00
02.03.2026  BRKSN   -4,66   8,60 
02.03.2026  BRKVY   -3,49   87,05
02.03.2026  BRLSM   -2,02   16,46
02.03.2026  BRMEN   -7,93   7,78 
02.03.2026  BRSAN   -9,95   583,50
02.03.2026  BRYAT   -4,37   2.190,00
02.03.2026  BSOKE   -1,17   28,82
02.03.2026  BTCIM   -0,92   5,36 
02.03.2026  BUCIM   -4,11   6,07 
02.03.2026  BULGS   -1,71   44,74
02.03.2026  BURCE   -4,86   52,80
02.03.2026  BURVA   -5,16   652,50
02.03.2026  BVSAN   -5,45   104,10
02.03.2026  BYDNR   -8,10   30,42
02.03.2026  CANTE   -6,21   1,51 
02.03.2026  CASA    2,05    102,00
02.03.2026  CATES   -4,18   35,28
02.03.2026  CCOLA   -2,04   69,75
02.03.2026  CELHA   -4,64   9,67 
02.03.2026  CEMAS   -3,81   4,80 
02.03.2026  CEMTS   -4,19   10,52
02.03.2026  CEMZY   -8,16   47,62
02.03.2026  CEOEM   0,97    20,80
02.03.2026  CGCAM   -0,27   37,60
02.03.2026  CIMSA   -4,30   49,00
02.03.2026  CLEBI   -5,74   1.642,00
02.03.2026  CMBTN   -4,91   1.763,00
02.03.2026  CMENT   -5,65   317,00
02.03.2026  CONSE   -6,33   3,11 
02.03.2026  COSMO   -6,85   201,20
02.03.2026  CRDFA   -6,87   69,85
02.03.2026  CRFSA   -3,81   126,30
02.03.2026  CUSAN   -3,51   22,02
02.03.2026  CVKMD   -2,79   31,38
02.03.2026  CWENE   -4,92   29,00
02.03.2026  DAGI    -7,57   5,62 
02.03.2026  DAPGM   -4,54   10,93
02.03.2026  DARDL   -5,16   2,02 
02.03.2026  DCTTR   -3,75   7,70 
02.03.2026  DENGE   -5,75   2,46 
02.03.2026  DERHL   -3,86   13,93
02.03.2026  DERIM   -2,97   34,62
02.03.2026  DESA    -4,95   11,72
02.03.2026  DESPC   -3,98   45,86
02.03.2026  DEVA    -6,11   66,10
02.03.2026  DGATE   -7,36   65,50
02.03.2026  DGGYO   -3,78   29,00
02.03.2026  DGNMO   -5,87   4,33 
02.03.2026  DIRIT   -5,36   26,50
02.03.2026  DITAS   -1,95   43,24
02.03.2026  DMRGD   -2,43   3,62 
02.03.2026  DMSAS   -4,20   8,90 
02.03.2026  DNISI   -6,24   19,97
02.03.2026  DOAS    -7,53   202,50
02.03.2026  DOCO    -9,99   10.090,00
02.03.2026  DOFER   -4,57   30,90
02.03.2026  DOFRB   -1,67   88,50
02.03.2026  DOGUB   -2,25   43,50
02.03.2026  DOHOL   -1,69   19,78
02.03.2026  DOKTA   -2,73   22,10
02.03.2026  DSTKF   0,20    1.500,00
02.03.2026  DUNYH   -0,71   112,00
02.03.2026  DURDO   -6,91   3,50 
02.03.2026  DURKN   -6,94   17,31
02.03.2026  DYOBY   -5,54   12,80
02.03.2026  DZGYO   -9,90   8,37 
02.03.2026  EBEBK   -2,77   63,20
02.03.2026  ECILC   -2,43   112,20
02.03.2026  ECOGR   3,07    26,16
02.03.2026  ECZYT   -2,41   283,00
02.03.2026  EDATA   -2,59   12,42
02.03.2026  EDIP    -5,22   34,12
02.03.2026  EFOR    -6,43   20,08
02.03.2026  EGEEN   -5,06   6.240,00
02.03.2026  EGEGY   -3,15   27,66
02.03.2026  EGEPO   -5,25   11,91
02.03.2026  EGGUB   -4,08   87,05
02.03.2026  EGPRO   -1,71   26,50
02.03.2026  EGSER   -5,21   2,91 
02.03.2026  EKGYO   -4,89   22,54
02.03.2026  EKIZ    -3,63   119,40
02.03.2026  EKOS    -4,90   5,63 
02.03.2026  EKSUN   -4,46   5,14 
02.03.2026  ELITE   -3,26   29,04
02.03.2026  EMKEL   -7,39   18,54
02.03.2026  EMNIS   -4,93   152,50
02.03.2026  ENDAE   -5,04   13,01
02.03.2026  ENERY   -3,39   9,68 
02.03.2026  ENJSA   -1,58   105,70
02.03.2026  ENKAI   -3,88   97,75
02.03.2026  ENSRI   -6,02   27,48
02.03.2026  ENTRA   -3,95   9,96 
02.03.2026  EPLAS   -5,52   5,82 
02.03.2026  ERBOS   -4,06   170,20
02.03.2026  ERCB    -4,72   53,50
02.03.2026  EREGL   -3,55   31,50
02.03.2026  ERSU    -5,78   17,45
02.03.2026  ESCAR   3,02    27,32
02.03.2026  ESCOM   10,00   5,50 
02.03.2026  ESEN    -5,45   3,64 
02.03.2026  ETILR   -5,08   3,55 
02.03.2026  ETYAT   -6,25   22,20
02.03.2026  EUHOL   -6,00   14,57
02.03.2026  EUKYO   -6,26   18,27
02.03.2026  EUPWR   -3,23   34,18
02.03.2026  EUREN   -4,97   4,78 
02.03.2026  EUYO    -4,92   17,97
02.03.2026  EYGYO   -1,04   3,82 
02.03.2026  FADE    -5,37   13,93
02.03.2026  FENER   -7,94   2,90 
02.03.2026  FLAP    -2,46   10,29
02.03.2026  FMIZP   -4,92   285,25
02.03.2026  FONET   0,82    3,68 
02.03.2026  FORMT   -3,08   2,83 
02.03.2026  FORTE   9,10    97,70
02.03.2026  FRIGO   1,25    8,89 
02.03.2026  FRMPL   0,00    nan  
02.03.2026  FROTO   -3,62   111,70
02.03.2026  FZLGY   -2,32   12,63
02.03.2026  GARAN   -8,62   146,30
02.03.2026  GARFA   -4,24   26,20
02.03.2026  GATEG   -5,26   324,00
02.03.2026  GEDIK   -5,49   5,51 
02.03.2026  GEDZA   -5,75   27,54
02.03.2026  GENIL   4,87    8,19 
02.03.2026  GENTS   -0,85   9,30 
02.03.2026  GEREL   -2,69   25,32
02.03.2026  GESAN   -3,81   44,38
02.03.2026  GIPTA   -4,08   54,10
02.03.2026  GLBMD   -4,31   11,78
02.03.2026  GLCVY   -0,07   72,30
02.03.2026  GLRMK   -2,81   162,80
02.03.2026  GLRYH   -2,96   4,26 
02.03.2026  GLYHO   -1,81   15,73
02.03.2026  GMTAS   -0,15   26,18
02.03.2026  GOKNR   -4,50   20,82
02.03.2026  GOLTS   -4,29   335,00
02.03.2026  GOODY   -5,44   14,44
02.03.2026  GOZDE   -7,24   23,56
02.03.2026  GRNYO   -6,16   15,39
02.03.2026  GRSEL   -3,59   349,25
02.03.2026  GRTHO   -1,31   225,20
02.03.2026  GSDDE   -7,53   9,33 
02.03.2026  GSDHO   -5,24   4,34 
02.03.2026  GSRAY   -3,33   1,16 
02.03.2026  GUBRF   0,19    533,00
02.03.2026  GUNDG   9,92    532,00
02.03.2026  GWIND   -3,40   25,00
02.03.2026  GZNMI   -7,05   51,45
02.03.2026  HALKB   1,22    49,60
02.03.2026  HATEK   -5,84   14,50
02.03.2026  HATSN   -3,82   36,72
02.03.2026  HDFGS   -5,49   3,27 
02.03.2026  HEDEF   -1,53   103,00
02.03.2026  HEKTS   -6,25   2,85 
02.03.2026  HKTM    -5,54   10,75
02.03.2026  HLGYO   -3,10   4,69 
02.03.2026  HOROZ   -4,21   60,35
02.03.2026  HRKET   -3,56   69,00
02.03.2026  HTTBT   -1,05   41,30
02.03.2026  HUBVC   -5,74   4,43 
02.03.2026  HUNER   -4,38   3,06 
02.03.2026  HURGZ   -2,42   5,25 
02.03.2026  ICBCT   -3,01   13,53
02.03.2026  ICUGS   -9,84   2,84 
02.03.2026  IDGYO   -7,98   3,69 
02.03.2026  IEYHO   0,42    83,50
02.03.2026  IHAAS   -2,82   82,60
02.03.2026  IHEVA   -5,24   2,17 
02.03.2026  IHGZT   -5,92   1,43 
02.03.2026  IHLAS   -5,66   2,00 
02.03.2026  IHLGM   -5,91   1,91 
02.03.2026  IHYAY   -6,01   1,72 
02.03.2026  IMASM   -6,08   3,86 
02.03.2026  INDES   -4,68   7,54 
02.03.2026  INFO    -2,49   3,92 
02.03.2026  INGRM   -5,20   373,50
02.03.2026  INTEK   -1,89   285,00
02.03.2026  INTEM   -9,99   367,00
02.03.2026  INVEO   -9,25   7,26 
02.03.2026  INVES   9,94    254,50
02.03.2026  ISCTR   -6,74   15,77
02.03.2026  ISDMR   -3,10   43,20
02.03.2026  ISFIN   -2,06   20,92
02.03.2026  ISGSY   9,92    103,60
02.03.2026  ISGYO   -0,37   21,72
02.03.2026  ISKPL   -6,52   10,75
02.03.2026  ISMEN   -2,16   47,12
02.03.2026  ISSEN   -4,22   7,04 
02.03.2026  ISYAT   -5,67   8,15 
02.03.2026  IZENR   -4,34   9,04 
02.03.2026  IZFAS   -2,14   48,50
02.03.2026  IZINV   -8,36   57,00
02.03.2026  IZMDC   -4,09   7,04 
02.03.2026  JANTS   -7,35   17,15
02.03.2026  KAPLM   -6,72   340,00
02.03.2026  KAREL   -2,00   9,30 
02.03.2026  KARSN   -5,26   10,09
02.03.2026  KARTN   -4,06   73,25
02.03.2026  KATMR   1,43    2,83 
02.03.2026  KAYSE   -3,66   5,00 
02.03.2026  KBORU   -3,76   19,20
02.03.2026  KCAER   -3,45   10,64
02.03.2026  KCHOL   -2,10   195,40
02.03.2026  KENT    -6,00   470,00
02.03.2026  KERVN   9,80    2,69 
02.03.2026  KFEIN   -4,88   8,57 
02.03.2026  KGYO    -3,95   7,29 
02.03.2026  KIMMR   -1,32   14,92
02.03.2026  KLGYO   -3,15   5,85 
02.03.2026  KLKIM   -3,50   38,60
02.03.2026  KLMSN   -9,31   30,38
02.03.2026  KLNMA   -5,23   10,50
02.03.2026  KLRHO   -10,00  279,00
02.03.2026  KLSER   -4,41   26,00
02.03.2026  KLSYN   2,62    9,40 
02.03.2026  KLYPV   -6,26   56,95
02.03.2026  KMPUR   -6,62   13,68
02.03.2026  KNFRT   -5,40   10,52
02.03.2026  KOCMT   -4,26   2,47 
02.03.2026  KONKA   -4,18   13,75
02.03.2026  KONTR   -6,91   8,75 
02.03.2026  KONYA   -5,00   4.132,50
02.03.2026  KOPOL   -5,55   5,96 
02.03.2026  KORDS   -2,59   50,80
02.03.2026  KOTON   -3,88   15,10
02.03.2026  KRDMA   -3,08   29,60
02.03.2026  KRDMB   1,22    36,40
02.03.2026  KRDMD   -0,31   32,42
02.03.2026  KRGYO   -6,48   2,74 
02.03.2026  KRONT   -3,63   14,60
02.03.2026  KRPLS   -3,42   7,63 
02.03.2026  KRSTL   -1,01   9,80 
02.03.2026  KRTEK   -5,75   25,92
02.03.2026  KRVGD   -3,19   3,03 
02.03.2026  KSTUR   -7,38   3.010,00
02.03.2026  KTLEV   -5,47   38,00
02.03.2026  KTSKR   -5,06   68,50
02.03.2026  KUTPO   -4,13   102,10
02.03.2026  KUVVA   -7,53   97,00
02.03.2026  KUYAS   -6,11   69,10
02.03.2026  KZBGY   6,14    3,63 
02.03.2026  KZGYO   -6,91   21,54
02.03.2026  LIDER   -4,08   81,10
02.03.2026  LIDFA   -0,96   3,10 
02.03.2026  LILAK   -4,81   30,08
02.03.2026  LINK    -4,92   212,50
02.03.2026  LKMNH   -4,34   15,86
02.03.2026  LMKDC   4,84    31,20
02.03.2026  LOGO    -0,36   137,90
02.03.2026  LRSHO   -6,74   3,46 
02.03.2026  LUKSK   -5,51   94,40
02.03.2026  LYDHO   3,50    207,00
02.03.2026  LYDYE   10,00   15.400,00
02.03.2026  MAALT   -3,37   890,00
02.03.2026  MACKO   -8,91   31,50
02.03.2026  MAGEN   -9,16   45,20
02.03.2026  MAKIM   -2,22   14,96
02.03.2026  MAKTK   -5,87   13,64
02.03.2026  MANAS   9,96    19,77
02.03.2026  MARBL   -5,52   11,65
02.03.2026  MARKA   -3,62   33,00
02.03.2026  MARTI   -4,23   1,36 
02.03.2026  MAVI    -3,74   43,70
02.03.2026  MEDTR   -4,27   27,32
02.03.2026  MEGAP   -3,11   2,80 
02.03.2026  MEGMT   -4,14   72,95
02.03.2026  MEKAG   10,00   6,16 
02.03.2026  MEPET   9,93    28,56
02.03.2026  MERCN   -3,96   16,01
02.03.2026  MERIT   -2,33   15,53
02.03.2026  MERKO   -4,70   16,22
02.03.2026  METRO   4,92    5,33 
02.03.2026  MEYSU   0,00    nan  
23.01.2026  MGROS   0,56    628,50
02.03.2026  MHRGY   -1,46   3,37 
02.03.2026  MIATK   1,60    38,10
02.03.2026  MMCAS   5,30    93,40
02.03.2026  MNDRS   -4,52   14,37
02.03.2026  MNDTR   -6,83   5,73 
02.03.2026  MOBTL   -4,01   10,76
02.03.2026  MOGAN   -6,04   9,95 
02.03.2026  MOPAS   -2,77   52,60
02.03.2026  MPARK   -0,06   436,75
02.03.2026  MRGYO   -6,21   1,36 
02.03.2026  MRSHL   -5,60   1.434,00
02.03.2026  MSGYO   -6,24   5,71 
02.03.2026  MTRKS   -6,76   20,40
02.03.2026  MTRYO   -6,31   9,20 
02.03.2026  MZHLD   -3,20   6,05 
02.03.2026  NATEN   -5,38   7,57 
02.03.2026  NETAS   -5,52   54,80
02.03.2026  NIBAS   9,92    7,31 
02.03.2026  NTGAZ   9,39    12,47
02.03.2026  NTHOL   -2,98   44,30
02.03.2026  NUGYO   -4,46   9,00 
02.03.2026  NUHCM   -1,29   268,50
02.03.2026  OBAMS   -5,13   7,95 
02.03.2026  OBASE   -5,17   33,00
02.03.2026  ODAS    -2,72   5,72 
02.03.2026  ODINE   0,79    576,50
02.03.2026  OFSYM   0,47    64,30
02.03.2026  ONCSM   -9,97   248,70
02.03.2026  ONRYT   1,12    67,60
02.03.2026  ORCAY   -4,69   3,25 
02.03.2026  ORGE    -3,63   67,75
02.03.2026  ORMA    -5,45   156,00
02.03.2026  OSMEN   -6,77   7,71 
02.03.2026  OSTIM   -4,76   2,80 
02.03.2026  OTKAR   -3,12   372,75
02.03.2026  OTTO    -1,94   302,50
02.03.2026  OYAKC   -2,94   23,78
02.03.2026  OYAYO   -4,71   56,70
02.03.2026  OYLUM   -5,04   7,72 
02.03.2026  OYYAT   -2,08   61,30
02.03.2026  OZATD   1,06    200,90
02.03.2026  OZGYO   -4,98   1,91 
02.03.2026  OZKGY   -5,57   13,72
02.03.2026  OZRDN   -9,64   24,38
02.03.2026  OZSUB   -7,08   18,10
02.03.2026  OZYSR   -5,19   47,50
02.03.2026  PAGYO   -2,26   90,75
02.03.2026  PAHOL   0,00    nan  
02.03.2026  PAMEL   -5,85   78,00
02.03.2026  PAPIL   7,45    20,48
02.03.2026  PARSN   -5,22   82,55
02.03.2026  PASEU   2,06    123,80
02.03.2026  PATEK   2,49    19,77
02.03.2026  PCILT   5,44    27,50
02.03.2026  PEKGY   -8,60   11,79
02.03.2026  PENGD   -5,45   8,68 
02.03.2026  PENTA   -6,55   13,13
02.03.2026  PETKM   3,24    17,85
02.03.2026  PETUN   -1,61   11,60
02.03.2026  PGSUS   -5,80   185,10
02.03.2026  PINSU   -4,42   9,51 
02.03.2026  PKART   -2,29   81,15
02.03.2026  PKENT   -5,11   146,70
02.03.2026  PLTUR   -5,66   21,00
02.03.2026  PNLSN   -7,55   49,00
02.03.2026  PNSUT   -3,96   10,68
02.03.2026  POLHO   -2,87   15,58
02.03.2026  POLTK   -4,96   5.702,50
02.03.2026  PRDGS   -3,97   6,53 
02.03.2026  PRKAB   -4,19   40,24
02.03.2026  PRKME   -2,82   18,96
02.03.2026  PRZMA   -1,77   12,78
02.03.2026  PSDTC   -6,28   108,90
02.03.2026  PSGYO   -4,91   2,13 
02.03.2026  QNBFK   -3,44   53,30
02.03.2026  QNBTR   -3,66   270,00
02.03.2026  QUAGR   -6,07   2,63 
02.03.2026  RALYH   -3,71   150,70
02.03.2026  RAYSG   -6,13   206,80
02.03.2026  REEDR   -7,29   5,98 
02.03.2026  RGYAS   -2,86   162,80
02.03.2026  RNPOL   -8,66   2,11 
02.03.2026  RODRG   -0,36   21,90
02.03.2026  RTALB   -3,06   3,80 
02.03.2026  RUBNS   -7,14   33,56
02.03.2026  RUZYE   -1,77   11,11
02.03.2026  RYGYO   -7,05   30,08
02.03.2026  RYSAS   -5,30   18,93
02.03.2026  SAFKR   -6,86   24,18
02.03.2026  SAHOL   -4,71   96,05
02.03.2026  SAMAT   -7,81   5,31 
02.03.2026  SANEL   -4,51   34,70
02.03.2026  SANFM   -6,19   7,28 
02.03.2026  SANKO   -4,92   19,72
02.03.2026  SARKY   -4,96   35,22
02.03.2026  SASA    -4,86   2,35 
02.03.2026  SAYAS   -5,16   38,24
02.03.2026  SDTTR   9,93    265,25
02.03.2026  SEGMN   -0,67   47,18
02.03.2026  SEGYO   5,44    6,40 
02.03.2026  SEKFK   -5,42   9,60 
02.03.2026  SEKUR   -1,61   5,51 
02.03.2026  SELEC   -4,12   81,50
02.03.2026  SELVA   8,66    2,51 
02.03.2026  SERNT   -5,32   7,30 
02.03.2026  SEYKM   -6,79   4,53 
02.03.2026  SILVR   -4,25   2,48 
02.03.2026  SISE    -5,39   42,44
02.03.2026  SKBNK   -8,20   11,20
02.03.2026  SKTAS   -5,65   3,17 
02.03.2026  SKYLP   -8,90   232,30
02.03.2026  SKYMD   -1,76   12,30
02.03.2026  SMART   -9,96   32,54
02.03.2026  SMRTG   -6,37   6,91 
02.03.2026  SMRVA   -4,24   55,35
02.03.2026  SNGYO   -3,76   4,35 
02.03.2026  SNICA   -6,25   3,75 
06.02.2026  SNKRN   -2,69   343,50
02.03.2026  SNPAM   -3,17   23,24
02.03.2026  SODSN   -5,57   10,00
02.03.2026  SOKE    1,03    13,76
02.03.2026  SOKM    0,16    63,85
02.03.2026  SONME   -7,27   142,80
02.03.2026  SRVGY   -6,50   3,02 
02.03.2026  SUMAS   -0,55   269,00
02.03.2026  SUNTK   -4,73   35,08
02.03.2026  SURGY   -4,59   68,55
02.03.2026  SUWEN   -2,12   9,25 
02.03.2026  TABGD   -3,94   250,00
02.03.2026  TARKM   0,75    401,25
02.03.2026  TATEN   -2,99   8,77 
02.03.2026  TATGD   0,59    17,09
02.03.2026  TAVHL   -1,70   303,75
02.03.2026  TBORG   -3,40   158,90
02.03.2026  TCELL   -1,55   114,00
02.03.2026  TCKRC   -5,03   85,00
02.03.2026  TDGYO   -9,97   17,60
02.03.2026  TEHOL   -8,29   12,95
02.03.2026  TEKTU   -5,08   8,40 
02.03.2026  TERA    1,89    269,00
02.03.2026  TEZOL   0,00    14,99
02.03.2026  TGSAS   -1,33   178,60
02.03.2026  THYAO   -6,02   289,00
02.03.2026  TKFEN   -1,88   70,55
02.03.2026  TKNSA   -3,45   21,82
02.03.2026  TLMAN   -4,99   89,50
02.03.2026  TMPOL   -9,99   434,75
02.03.2026  TMSN    -2,60   101,20
02.03.2026  TNZTP   -4,97   23,70
02.03.2026  TOASO   -1,34   313,75
02.03.2026  TRALT   -3,85   58,65
02.03.2026  TRCAS   -3,08   45,98
02.03.2026  TRENJ   -4,10   116,90
02.03.2026  TRGYO   -5,41   80,50
02.03.2026  TRHOL   -9,94   729,00
02.03.2026  TRILC   -6,42   15,01
02.03.2026  TRMET   -4,15   161,80
02.03.2026  TSGYO   -5,58   6,60 
02.03.2026  TSKB    -5,86   12,22
02.03.2026  TSPOR   -4,95   0,96 
02.03.2026  TTKOM   -3,16   65,80
02.03.2026  TTRAK   -7,05   475,00
02.03.2026  TUCLK   -5,38   4,40 
02.03.2026  TUKAS   -5,76   2,29 
02.03.2026  TUPRS   2,88    224,80
02.03.2026  TUREX   -5,97   6,77 
02.03.2026  TURGG   -5,05   27,08
02.03.2026  TURSG   -0,98   12,08
02.03.2026  UCAYM   0,00    nan  
02.03.2026  UFUK    -0,73   1.491,00
02.03.2026  ULAS    -7,50   32,08
02.03.2026  ULKER   -1,30   121,90
02.03.2026  ULUFA   -2,27   3,87 
02.03.2026  ULUSE   -2,38   180,50
02.03.2026  ULUUN   -2,28   6,86 
02.03.2026  UNLU    -5,41   14,70
02.03.2026  USAK    -3,64   1,59 
02.03.2026  VAKBN   -4,14   39,38
02.03.2026  VAKFA   0,00    nan  
02.03.2026  VAKFN   -4,57   1,88 
02.03.2026  VAKKO   -6,19   73,50
02.03.2026  VANGD   -9,96   62,80
02.03.2026  VBTYZ   -5,20   20,42
02.03.2026  VERTU   0,94    38,82
02.03.2026  VERUS   9,95    264,75
02.03.2026  VESBE   -7,95   7,41 
02.03.2026  VESTL   -6,30   28,28
02.03.2026  VKFYO   -8,64   30,04
02.03.2026  VKGYO   -4,43   2,59 
02.03.2026  VKING   -5,47   28,00
02.03.2026  VRGYO   -5,63   2,18 
02.03.2026  VSNMD   -7,43   74,10
02.03.2026  XU100   -2,71   13.346,43
02.03.2026  YAPRK   -9,96   12,03
02.03.2026  YATAS   -2,85   44,36
02.03.2026  YAYLA   -6,42   23,60
02.03.2026  YBTAS   -3,66   18,40
02.03.2026  YEOTK   -2,52   39,48
02.03.2026  YESIL   -6,95   1,74 
02.03.2026  YGGYO   -3,57   140,60
02.03.2026  YGYO    0,00    nan  
02.03.2026  YIGIT   -5,21   22,56
02.03.2026  YKBNK   -8,73   39,52
02.03.2026  YKSLN   -6,36   3,09 
02.03.2026  YONGA   -1,21   52,95
02.03.2026  YUNSA   -4,44   8,60 
02.03.2026  YYAPI   -3,55   1,63 
02.03.2026  YYLGD   -4,09   11,03
02.03.2026  ZEDUR   -4,94   7,89 
02.03.2026  ZERGY   0,00    nan  
02.03.2026  ZGYO    0,00    nan  
02.03.2026  ZOREN   -8,90   3,07 
02.03.2026  ZRGYO   -7,98   20,98
