# Son Güncelleme: 14.09.2026 20:47:19
TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
14.09.2026  DGGYO          SAT         32,74       -0.0235     -0.3129     13.2969     PGC çok küçük, oran şişmiş – dikkatli yorumla                         
14.09.2026  BERA           SAT         13,53       -0.2269     -0.5790     2.5520      Satış baskısı güçlü, hacim düşüşü sert                                
14.09.2026  BIZIM          SAT         24,58       0.9939      1.8075      1.8186      SAT sinyali riskli – para girişi var                                  
14.09.2026  ALKA           SAT         8,08        0.3179      0.4866      1.5306      SAT sinyali riskli – para girişi var                                  
14.09.2026  BRYAT          SAT         1689,00     0.3366      0.5148      1.5292      SAT sinyali riskli – para girişi var                                  
14.09.2026  ZOREN          SAT         2,41        0.1383      0.1979      1.4312      SAT sinyali riskli – para girişi var                                  
14.09.2026  AKYHO          SAT         2,08        0.9643      1.1010      1.1419      SAT sinyali riskli – para girişi var                                  
14.09.2026  CASA           SAT         66,00       0.3871      0.4340      1.1213      SAT sinyali riskli – para girişi var                                  
14.09.2026  KLMSN          SAT         27,22       0.9982      1.0693      1.0712      SAT sinyali riskli – para girişi var                                  
14.09.2026  GSRAY          SAT         1,01        -0.3341     -0.3424     1.0247      Zayıf uyum, düşüş sınırlı                                             
14.09.2026  HEKTS          SAT         2,84        2.2991      2.2174      0.9645      SAT sinyali riskli – para girişi var                                  
14.09.2026  ZRGYO          SAT         19,70       1.5758      1.1354      0.7205      SAT sinyali riskli – para girişi var                                  
14.09.2026  BRISA          SAT         77,25       1.0913      0.6110      0.5599      SAT sinyali riskli – para girişi var                                  
14.09.2026  TRALT          SAT         52,25       -1.1941     -0.6509     0.5451      Para çıkışı var, hacim düşüşüyle destekleniyor                        
14.09.2026  BULGS          SAT         30,38       -0.9891     -0.5220     0.5278      Para çıkışı var, hacim düşüşüyle destekleniyor                        
14.09.2026  BTCIM          SAT         3,72        -0.7676     -0.3573     0.4655      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  BIOEN          SAT         18,36       -1.4652     -0.6663     0.4548      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  ONRYT          SAT         14,49       -1.4137     -0.6118     0.4328      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  ADGYO          SAT         59,25       -0.8372     -0.3150     0.3763      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  ULKER          SAT         93,20       -1.2877     -0.4627     0.3593      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  TUKAS          SAT         2,04        -0.6104     -0.1929     0.3160      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  KARSN          SAT         14,33       -0.8686     -0.2646     0.3046      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  GOODY          SAT         2,67        -0.8584     -0.2364     0.2754      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  BOBET          SAT         22,26       -2.2839     -0.5909     0.2587      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  KERVN          SAT         9,51        -0.6949     -0.1785     0.2569      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  OYAKC          SAT         21,78       -1.4071     -0.3385     0.2405      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  CIMSA          SAT         44,84       -1.5977     -0.3816     0.2388      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  TOASO          SAT         284,25      -1.5816     -0.3363     0.2127      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  GUBRF          SAT         478,75      -1.5004     -0.3092     0.2061      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  BRMEN          SAT         12,10       1.0917      0.2248      0.2059      SAT sinyali riskli – para girişi var                                  
14.09.2026  MERCN          SAT         18,40       0.9654      0.1934      0.2003      SAT sinyali riskli – para girişi var                                  
14.09.2026  CEMTS          SAT         8,72        -1.3157     -0.2509     0.1907      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  KGYO           SAT         11,39       -2.2141     -0.4183     0.1889      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  USHOL          SAT         72,75       -2.1948     -0.3792     0.1728      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  ENJSA          SAT         114,30      -0.4937     -0.0793     0.1607      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  MCARD          SAT         162,60      0.9615      0.1447      0.1505      SAT sinyali riskli – para girişi var                                  
14.09.2026  YGGYO          SAT         221,90      1.8425      0.2075      0.1126      SAT sinyali riskli – para girişi var                                  
14.09.2026  ALARK          SAT         113,20      -2.2910     -0.2459     0.1073      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  AYDEM          SAT         26,04       2.0725      0.2205      0.1064      SAT sinyali riskli – para girişi var                                  
14.09.2026  BOSSA          SAT         6,36        -1.8421     -0.1727     0.0937      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  GLCVY          SAT         52,00       -2.3764     -0.1946     0.0819      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  BVSAN          SAT         119,60      71.9560     4.5240      0.0629      SAT sinyali riskli – para girişi var                                  
14.09.2026  QNBTR          SAT         181,00      -3.2667     -0.1550     0.0475      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  EUYO           SAT         4,69        -8.0000     -0.3682     0.0460      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  AFYON          SAT         12,48       2.3160      0.1036      0.0447      SAT sinyali riskli – para girişi var                                  
14.09.2026  A1YEN          SAT         2,60        -4.7551     -0.1572     0.0331      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  MNDTR          SAT         4,99        -3.6200     -0.0952     0.0263      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  AKSA           SAT         11,09       -6.7255     -0.1238     0.0184      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  ZERGY          SAT         9,60        -6.5300     -0.0966     0.0148      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  AVTUR          SAT         12,37       -1.0469     -0.0101     0.0096      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  VKGYO          SAT         1,91        -69.2869    -0.5131     0.0074      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  ASELS          SAT         372,50      1.0000      0.0068      0.0068      SAT sinyali riskli – para girişi var                                  
14.09.2026  GWIND          SAT         22,66       -44.4783    -0.1943     0.0044      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  RUZYE          SAT         8,83        -116.9487   -0.4274     0.0037      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  TATGD          SAT         17,74       -254.2110   -0.5922     0.0023      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  BIGCH          SAT         5,44        -243.3820   -0.3981     0.0016      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  BUCIM          SAT         5,76        -1.3974     -0.0016     0.0012      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  ESCOM          SAT         5,17        -489.7104   -0.5262     0.0011      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  DOAS           SAT         163,20      -187.1538   -0.1780     0.0010      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  ASGYO          SAT         11,26       -233.1969   -0.1643     0.0007      Para çıkışı var ama hacim sınırlı                                     
14.09.2026  CMENT          SAT         244,50      0.0000      0.0000      0.0000      Belirgin yön yok, nötr sinyal                                         
14.09.2026  MEGAP          SAT         1,64        0.0000      -0.4731     0.0000      PGC çok küçük, oran şişmiş – dikkatli yorumla                         
14.09.2026  XU100          SAT         14235,83    0.0000      0.0000      0.0000      Belirgin yön yok, nötr sinyal                                         
14.09.2026  INDES          SAT         11,66       -148.8261   0.0132      -0.0001     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  BESTE          SAT         29,44       781.6452    -0.2214     -0.0003     SAT sinyali riskli – para girişi var                                  
14.09.2026  YATAS          SAT         30,84       1.5789      -0.0009     -0.0006     SAT sinyali riskli – para girişi var                                  
14.09.2026  ARCLK          SAT         94,35       191.2179    -0.3706     -0.0019     SAT sinyali riskli – para girişi var                                  
14.09.2026  ENKAI          SAT         89,30       -118.5000   0.3660      -0.0031     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  OZSUB          SAT         40,02       84.8095     -0.5434     -0.0064     SAT sinyali riskli – para girişi var                                  
14.09.2026  GENIL          SAT         11,70       -15.6087    0.1206      -0.0077     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  EUREN          SAT         3,81        30.6092     -0.3564     -0.0116     SAT sinyali riskli – para girişi var                                  
14.09.2026  KRDMD          SAT         45,50       2.6080      -0.0434     -0.0166     SAT sinyali riskli – para girişi var                                  
14.09.2026  PNLSN          SAT         39,60       0.9941      -0.0199     -0.0201     SAT sinyali riskli – para girişi var                                  
14.09.2026  SEYKM          SAT         4,28        -2.0054     0.0514      -0.0256     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  PARSN          SAT         70,80       -16.0417    0.4113      -0.0256     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  NATEN          SAT         5,26        -9.5614     0.3444      -0.0360     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  PENGD          SAT         9,06        -7.4495     0.2980      -0.0400     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  IDGYO          SAT         2,82        -1.7590     0.0753      -0.0428     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  AYEN           SAT         30,68       1.6977      -0.0728     -0.0429     SAT sinyali riskli – para girişi var                                  
14.09.2026  EYGYO          SAT         2,65        0.4656      -0.0225     -0.0484     SAT sinyali riskli – para girişi var                                  
14.09.2026  KOTON          SAT         12,11       0.8973      -0.0437     -0.0487     SAT sinyali riskli – para girişi var                                  
14.09.2026  AKSEN          SAT         78,10       -2.7360     0.1688      -0.0617     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  SAHOL          SAT         94,95       1.7954      -0.1151     -0.0641     SAT sinyali riskli – para girişi var                                  
14.09.2026  TRGYO          SAT         93,90       1.2468      -0.0869     -0.0697     SAT sinyali riskli – para girişi var                                  
14.09.2026  VAKFN          SAT         1,12        -3.7657     0.2661      -0.0707     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  ASUZU          SAT         48,08       -0.6210     0.0532      -0.0857     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  DOKTA          SAT         22,90       -4.0372     0.3885      -0.0962     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  MOBTL          SAT         12,60       -2.3953     0.2306      -0.0963     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  ALBRK          SAT         8,70        -14.8571    1.6809      -0.1131     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  FMIZP          SAT         292,75      -6.8182     0.7822      -0.1147     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  TAVHL          SAT         268,50      0.2333      -0.0275     -0.1180     SAT sinyali riskli – para girişi var                                  
14.09.2026  DERIM          SAT         34,30       -1.2368     0.1483      -0.1199     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  EREGL          SAT         38,86       -1.3204     0.1718      -0.1301     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  DAPGM          SAT         7,80        3.8614      -0.5329     -0.1380     SAT sinyali riskli – para girişi var                                  
14.09.2026  CLEBI          SAT         1445,00     -2.7250     0.3992      -0.1465     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  AKENR          SAT         10,16       0.9950      -0.1539     -0.1547     SAT sinyali riskli – para girişi var                                  
14.09.2026  EBEBK          SAT         82,35       -2.8258     0.5380      -0.1904     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  BFREN          SAT         127,00      -2.5169     0.5014      -0.1992     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  TMSN           SAT         70,05       -1.0036     0.2014      -0.2006     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  DYOBY          SAT         12,99       -3.4786     0.7233      -0.2079     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  ALKIM          SAT         15,76       1.2755      -0.2662     -0.2087     SAT sinyali riskli – para girişi var                                  
14.09.2026  BANVT          SAT         150,00      -1.9195     0.4235      -0.2206     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  GOLTS          SAT         293,00      -2.5758     0.5921      -0.2299     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  RGYAS          SAT         198,90      -4.4227     1.1056      -0.2500     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  ERBOS          SAT         145,40      2.1176      -0.6109     -0.2885     SAT sinyali riskli – para girişi var                                  
14.09.2026  SISE           SAT         43,52       -1.5560     0.4535      -0.2914     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  KENT           SAT         340,50      1.1509      -0.3407     -0.2960     SAT sinyali riskli – para girişi var                                  
14.09.2026  YYLGD          SAT         9,96        0.9979      -0.3018     -0.3024     SAT sinyali riskli – para girişi var                                  
14.09.2026  VAKFA          SAT         11,06       -1.0083     0.3555      -0.3526     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  TTRAK          SAT         426,00      -0.3136     0.1124      -0.3583     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  BASCM          SAT         13,00       -1.3333     0.5159      -0.3870     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  CUSAN          SAT         24,66       -0.4831     0.2114      -0.4376     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
14.09.2026  EKGYO          SAT         20,58       0.8972      -0.4135     -0.4609     SAT sinyali riskli – para girişi var                                  
14.09.2026  ARFYE          SAT         19,40       1.0328      -0.4847     -0.4693     SAT sinyali riskli – para girişi var                                  
14.09.2026  AAGYO          SAT         11,72       0.9978      -0.4811     -0.4821     SAT sinyali riskli – para girişi var                                  
