TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
06.04.2026  BRKSN          SAT         9,05        0.0947      0.5488      5.7952      PGC çok küçük, oran şişmiş – dikkatli yorumla                         
06.04.2026  EMNIS          SAT         148,00      0.2833      0.5239      1.8489      SAT sinyali riskli – para girişi var                                  
06.04.2026  EGEGY          SAT         29,60       -1.0305     -0.8835     0.8573      Zayıf uyum, düşüş sınırlı                                             
06.04.2026  GENTS          SAT         8,34        0.5560      0.4419      0.7947      SAT sinyali riskli – para girişi var                                  
06.04.2026  DESA           SAT         13,19       -1.2451     -0.7323     0.5881      Para çıkışı var, hacim düşüşüyle destekleniyor                        
06.04.2026  ESCAR          SAT         42,74       -1.1134     -0.6216     0.5582      Para çıkışı var, hacim düşüşüyle destekleniyor                        
06.04.2026  TKFEN          SAT         98,25       -3.0817     -0.4921     0.1597      Para çıkışı var ama hacim sınırlı                                     
06.04.2026  ULUFA          SAT         4,57        0.7193      0.0762      0.1059      SAT sinyali riskli – para girişi var                                  
06.04.2026  GOKNR          SAT         21,78       -1.7952     -0.1189     0.0662      Para çıkışı var ama hacim sınırlı                                     
06.04.2026  SKYLP          SAT         273,25      1.1325      0.0252      0.0222      SAT sinyali riskli – para girişi var                                  
06.04.2026  MERKO          SAT         16,42       -5.5413     0.0526      -0.0095     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
06.04.2026  FLAP           SAT         10,79       -1.6418     0.0412      -0.0251     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
06.04.2026  IHAAS          SAT         75,50       -43.4866    3.1895      -0.0733     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
06.04.2026  EFOR           SAT         7,16        -3.5687     0.3136      -0.0879     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
06.04.2026  TUCLK          SAT         4,08        -25.5793    2.6099      -0.1020     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
06.04.2026  EGGUB          SAT         120,30      3.8439      -0.5368     -0.1396     SAT sinyali riskli – para girişi var                                  
06.04.2026  COSMO          SAT         223,20      1.0940      -0.2492     -0.2278     SAT sinyali riskli – para girişi var                                  
06.04.2026  ETYAT          SAT         21,54       -1.7279     0.4071      -0.2356     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
06.04.2026  PENGD          SAT         10,10       1.7078      -0.7212     -0.4223     SAT sinyali riskli – para girişi var                                  
06.04.2026  GIPTA          SAT         67,10       0.6799      -0.3270     -0.4810     SAT sinyali riskli – para girişi var                                  
06.04.2026  TGSAS          SAT         159,50      -2.6406     1.4669      -0.5555     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
06.04.2026  ATEKS          SAT         98,65       0.7958      -0.5413     -0.6802     SAT sinyali riskli – para girişi var                                  
06.04.2026  MTRYO          SAT         9,13        1.0476      -0.7192     -0.6865     SAT sinyali riskli – para girişi var                                  
06.04.2026  RALYH          SAT         200,60      0.5311      -0.7919     -1.4910     SAT sinyali riskli – para girişi var                                  
06.04.2026  FADE           SAT         15,40       -0.9342     4.5815      -4.9044     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
