# Son Güncelleme: 24.06.2026 18:49:46
TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
24.06.2026  PETKM          SAT         19,46       -0.1722     -0.4929     2.8622      Satış baskısı güçlü, hacim düşüşü sert                                
24.06.2026  MEDTR          SAT         29,90       0.4890      0.7018      1.4352      SAT sinyali riskli – para girişi var                                  
24.06.2026  IHLAS          SAT         1,23        0.7397      0.8380      1.1329      SAT sinyali riskli – para girişi var                                  
24.06.2026  BOBET          SAT         19,01       1.8362      1.8319      0.9977      SAT sinyali riskli – para girişi var                                  
24.06.2026  IHEVA          SAT         2,13        2.1667      2.1276      0.9820      SAT sinyali riskli – para girişi var                                  
24.06.2026  CONSE          SAT         2,76        0.9672      0.7553      0.7809      SAT sinyali riskli – para girişi var                                  
24.06.2026  KTLEV          SAT         178,30      -0.3618     -0.2805     0.7754      Para çıkışı var, hacim düşüşüyle destekleniyor                        
24.06.2026  IHLGM          SAT         1,91        0.9861      0.7347      0.7450      SAT sinyali riskli – para girişi var                                  
24.06.2026  RAYSG          SAT         189,00      -1.0863     -0.8007     0.7371      Para çıkışı var, hacim düşüşüyle destekleniyor                        
24.06.2026  IZINV          SAT         66,60       2.2360      1.6056      0.7181      SAT sinyali riskli – para girişi var                                  
24.06.2026  BIGEN          SAT         68,45       9.2886      6.5353      0.7036      SAT sinyali riskli – para girişi var                                  
24.06.2026  EGSER          SAT         3,32        1.9385      1.2536      0.6467      SAT sinyali riskli – para girişi var                                  
24.06.2026  GIPTA          SAT         72,30       1.8479      1.0242      0.5543      SAT sinyali riskli – para girişi var                                  
24.06.2026  TATEN          SAT         14,50       -1.0860     -0.5725     0.5272      Para çıkışı var, hacim düşüşüyle destekleniyor                        
24.06.2026  ISDMR          SAT         59,90       -0.9937     -0.3979     0.4004      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  ONRYT          SAT         63,35       -1.5131     -0.5589     0.3694      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  EUPWR          SAT         86,15       -1.3172     -0.4527     0.3437      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  GOLTS          SAT         322,75      0.6140      0.2100      0.3420      SAT sinyali riskli – para girişi var                                  
24.06.2026  GWIND          SAT         26,60       -1.4111     -0.4372     0.3099      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  OYAKC          SAT         20,70       -1.3615     -0.3911     0.2873      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  CGCAM          SAT         44,42       -2.2143     -0.4288     0.1937      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  KRPLS          SAT         9,33        1.1260      0.2142      0.1902      SAT sinyali riskli – para girişi var                                  
24.06.2026  BORSK          SAT         6,09        -1.4163     -0.2355     0.1663      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  EKOS           SAT         7,31        1.5482      0.2245      0.1450      SAT sinyali riskli – para girişi var                                  
24.06.2026  ETILR          SAT         5,61        -1.5952     -0.2126     0.1333      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  KLYPV          SAT         61,40       -2.0583     -0.2681     0.1302      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  DERHL          SAT         13,56       -1.5829     -0.1672     0.1056      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  VRGYO          SAT         2,12        -1.6680     -0.1673     0.1003      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  MERKO          SAT         1,69        -1.7464     -0.1554     0.0890      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  DESPC          SAT         44,14       2.6786      0.2129      0.0795      SAT sinyali riskli – para girişi var                                  
24.06.2026  SDTTR          SAT         240,80      -8.0214     -0.4534     0.0565      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  ENDAE          SAT         17,70       -8.2565     -0.4531     0.0549      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  TRCAS          SAT         42,16       -2.3433     -0.0919     0.0392      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  ATATR          SAT         16,60       -5.7770     -0.2097     0.0363      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  SANKO          SAT         22,32       35.9231     1.0988      0.0306      SAT sinyali riskli – para girişi var                                  
24.06.2026  ARSAN          SAT         3,32        2.3604      0.0699      0.0296      SAT sinyali riskli – para girişi var                                  
24.06.2026  SOKE           SAT         16,77       1.9512      0.0309      0.0159      SAT sinyali riskli – para girişi var                                  
24.06.2026  TMPOL          SAT         462,00      -594.0000   -0.6675     0.0011      Para çıkışı var ama hacim sınırlı                                     
24.06.2026  TBORG          SAT         132,00      -23.1034    0.1427      -0.0062     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  DMRGD          SAT         10,60       0.3879      -0.0041     -0.0105     SAT sinyali riskli – para girişi var                                  
24.06.2026  ENTRA          SAT         4,83        0.9293      -0.0139     -0.0150     SAT sinyali riskli – para girişi var                                  
24.06.2026  SAFKR          SAT         24,68       5.1235      -0.0973     -0.0190     SAT sinyali riskli – para girişi var                                  
24.06.2026  YIGIT          SAT         24,62       -6.1181     0.1642      -0.0268     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  CRDFA          SAT         39,20       -0.3754     0.0180      -0.0480     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  CRFSA          SAT         152,50      -1.6875     0.1314      -0.0779     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  TEKTU          SAT         10,01       1.7089      -0.1786     -0.1045     SAT sinyali riskli – para girişi var                                  
24.06.2026  SEGYO          SAT         4,77        -17.7117    1.9072      -0.1077     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  THYAO          SAT         324,75      -2.2624     0.2552      -0.1128     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  AKFGY          SAT         2,77        -3.3758     0.3875      -0.1148     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  IMASM          SAT         3,11        1.8067      -0.2206     -0.1221     SAT sinyali riskli – para girişi var                                  
24.06.2026  MERIT          SAT         17,78       1.6266      -0.2157     -0.1326     SAT sinyali riskli – para girişi var                                  
24.06.2026  ALVES          SAT         2,74        -3.5412     0.5545      -0.1566     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  AHSGY          SAT         18,78       -1.2684     0.2245      -0.1770     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  EYGYO          SAT         2,48        1.4357      -0.2888     -0.2011     SAT sinyali riskli – para girişi var                                  
24.06.2026  BOSSA          SAT         6,45        1.0352      -0.2093     -0.2022     SAT sinyali riskli – para girişi var                                  
24.06.2026  NATEN          SAT         6,73        0.9750      -0.2081     -0.2135     SAT sinyali riskli – para girişi var                                  
24.06.2026  MARTI          SAT         1,82        -1.1897     0.3074      -0.2584     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  TRALT          SAT         48,30       -0.7105     0.1842      -0.2592     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  EGEPO          SAT         18,78       -2.0087     0.5364      -0.2670     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  MRGYO          SAT         1,60        0.8786      -0.2393     -0.2724     SAT sinyali riskli – para girişi var                                  
24.06.2026  NTHOL          SAT         44,98       -0.6844     0.2110      -0.3082     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  ODAS           SAT         8,56        -11.1729    3.8316      -0.3429     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
24.06.2026  KOTON          SAT         14,50       0.3880      -0.1428     -0.3679     SAT sinyali riskli – para girişi var                                  
24.06.2026  EUHOL          SAT         11,10       1.0027      -0.3702     -0.3692     SAT sinyali riskli – para girişi var                                  
24.06.2026  AVGYO          SAT         15,81       1.0315      -0.3858     -0.3740     SAT sinyali riskli – para girişi var                                  
24.06.2026  SVGYO          SAT         21,26       0.9007      -0.3459     -0.3840     SAT sinyali riskli – para girişi var                                  
24.06.2026  ULUSE          SAT         320,00      1.4215      -0.5648     -0.3973     SAT sinyali riskli – para girişi var                                  
