# Son Güncelleme: 03.07.2026 18:52:17
TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
03.07.2026  KBORU          SAT         26,92       -0.0286     -0.7742     27.1109     PGC çok küçük, oran şişmiş – dikkatli yorumla                         
03.07.2026  EKGYO          SAT         20,80       0.2766      0.5801      2.0974      SAT sinyali riskli – para girişi var                                  
03.07.2026  ERCB           SAT         49,60       -0.3944     -0.4140     1.0495      Zayıf uyum, düşüş sınırlı                                             
03.07.2026  SKYMD          SAT         14,63       -0.9975     -0.8661     0.8682      Zayıf uyum, düşüş sınırlı                                             
03.07.2026  EYGYO          SAT         2,38        1.0708      0.2953      0.2757      SAT sinyali riskli – para girişi var                                  
03.07.2026  QUAGR          SAT         3,86        -2.3798     -0.3251     0.1366      Para çıkışı var ama hacim sınırlı                                     
03.07.2026  IZFAS          SAT         66,95       0.9802      0.1159      0.1183      SAT sinyali riskli – para girişi var                                  
03.07.2026  VAKBN          SAT         31,88       0.8587      0.0978      0.1139      SAT sinyali riskli – para girişi var                                  
03.07.2026  ZRGYO          SAT         17,76       6.3269      0.7195      0.1137      SAT sinyali riskli – para girişi var                                  
03.07.2026  AGYO           SAT         7,99        -2.1622     -0.1747     0.0808      Para çıkışı var ama hacim sınırlı                                     
03.07.2026  HALKB          SAT         43,76       -2.9998     -0.2307     0.0769      Para çıkışı var ama hacim sınırlı                                     
03.07.2026  LILAK          SAT         36,28       -1.2973     -0.0714     0.0550      Para çıkışı var ama hacim sınırlı                                     
03.07.2026  ZGYO           SAT         37,54       -20.8348    -0.0394     0.0019      Para çıkışı var ama hacim sınırlı                                     
03.07.2026  BIGTK          SAT         256,00      2.7213      -0.0729     -0.0268     SAT sinyali riskli – para girişi var                                  
03.07.2026  ODINE          SAT         1805,00     -14.8428    0.5557      -0.0374     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
03.07.2026  TGSAS          SAT         173,50      -5.5823     0.2651      -0.0475     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
03.07.2026  KGYO           SAT         11,88       12.9277     -0.6781     -0.0525     SAT sinyali riskli – para girişi var                                  
03.07.2026  ALARK          SAT         104,90      -1.5103     0.1497      -0.0991     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
03.07.2026  TMPOL          SAT         448,25      1.5746      -0.1814     -0.1152     SAT sinyali riskli – para girişi var                                  
03.07.2026  BOSSA          SAT         6,26        -1.8040     0.7201      -0.3992     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
03.07.2026  TSKB           SAT         11,80       0.8143      -0.3464     -0.4254     SAT sinyali riskli – para girişi var                                  
03.07.2026  DOFRB          SAT         179,90      -3.3337     1.6898      -0.5069     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
03.07.2026  TKNSA          SAT         19,66       0.8417      -0.4996     -0.5936     SAT sinyali riskli – para girişi var                                  
03.07.2026  LKMNH          SAT         15,26       -0.6843     0.5027      -0.7346     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
03.07.2026  A1CAP          SAT         10,82       1.1611      -0.8807     -0.7585     SAT sinyali riskli – para girişi var                                  
03.07.2026  DENGE          SAT         2,47        0.6009      -0.5194     -0.8643     SAT sinyali riskli – para girişi var                                  
03.07.2026  VAKFA          SAT         12,00       0.4667      -0.5910     -1.2665     SAT sinyali riskli – para girişi var                                  
03.07.2026  AGHOL          SAT         33,28       -1.7250     2.4238      -1.4051     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
03.07.2026  TRCAS          SAT         42,08       0.2821      -0.4351     -1.5422     SAT sinyali riskli – para girişi var                                  
03.07.2026  DNISI          SAT         22,70       -0.1337     0.2971      -2.2216     Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
03.07.2026  ARZUM          SAT         1,98        -0.1361     3.0811      -22.6315    Çelişkili sinyal – para çıkışı var ama hacim artıyor                  
