# Son Güncelleme: 19.06.2026 19:03:39
TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
19.06.2026  INTEK          SAT         237,00      0.0882      0.6988      7.9195      PGC çok küçük, oran şişmiş – dikkatli yorumla                         
19.06.2026  VERUS          SAT         626,00      0.3575      0.7244      2.0266      SAT sinyali riskli – para girişi var                                  
19.06.2026  GRSEL          SAT         308,25      0.0756      0.1130      1.4935      SAT sinyali riskli – para girişi var                                  
19.06.2026  ANELE          SAT         109,80      -0.5812     -0.6858     1.1800      Zayıf uyum, düşüş sınırlı                                             
19.06.2026  DERHL          SAT         13,45       -0.6416     -0.6480     1.0100      Zayıf uyum, düşüş sınırlı                                             
19.06.2026  KRONT          SAT         20,92       -0.2949     -0.2957     1.0026      Zayıf uyum, düşüş sınırlı                                             
19.06.2026  PKENT          SAT         148,30      -0.1983     -0.1761     0.8880      Zayıf uyum, düşüş sınırlı                                             
19.06.2026  OYYAT          SAT         43,62       0.9930      0.8670      0.8731      SAT sinyali riskli – para girişi var                                  
19.06.2026  KAPLM          SAT         602,00      -1.0874     -0.7805     0.7177      Para çıkışı var, hacim düşüşüyle destekleniyor                        
19.06.2026  INVES          SAT         683,50      -0.3069     -0.1725     0.5621      Para çıkışı var, hacim düşüşüyle destekleniyor                        
19.06.2026  OZKGY          SAT         14,72       -1.1691     -0.4285     0.3666      Para çıkışı var ama hacim sınırlı                                     
19.06.2026  NATEN          SAT         6,74        -0.7188     -0.2617     0.3641      Para çıkışı var ama hacim sınırlı                                     
19.06.2026  AVOD           SAT         4,37        -1.3485     -0.4803     0.3562      Para çıkışı var ama hacim sınırlı                                     
19.06.2026  TATEN          SAT         14,17       -2.1198     -0.6378     0.3009      Para çıkışı var ama hacim sınırlı                                     
19.06.2026  KENT           SAT         382,50      -1.5424     -0.4522     0.2932      Para çıkışı var ama hacim sınırlı                                     
19.06.2026  MAKIM          SAT         17,92       1.7949      0.3973      0.2213      SAT sinyali riskli – para girişi var                                  
19.06.2026  BMSCH          SAT         16,70       1.1503      0.2257      0.1962      SAT sinyali riskli – para girişi var                                  
19.06.2026  TLMAN          SAT         100,40      0.2972      0.0503      0.1692      SAT sinyali riskli – para girişi var                                  
19.06.2026  SARKY          SAT         28,02       2.5343      0.4153      0.1639      SAT sinyali riskli – para girişi var                                  
19.06.2026  ICUGS          SAT         5,09        -2.6466     -0.3539     0.1337      Para çıkışı var ama hacim sınırlı                                     
19.06.2026  GOLTS          SAT         328,25      -2.5920     -0.3004     0.1159      Para çıkışı var ama hacim sınırlı                                     
19.06.2026  TGSAS          SAT         175,50      -4.3382     -0.4798     0.1106      Para çıkışı var ama hacim sınırlı                                     
19.06.2026  QNBTR          SAT         215,40      -3.6667     -0.3128     0.0853      Para çıkışı var ama hacim sınırlı                                     
19.06.2026  SONME          SAT         129,20      -1.8750     -0.1490     0.0795      Para çıkışı var ama hacim sınırlı                                     
19.06.2026  ECILC          SAT         82,35       4.3532      0.2841      0.0653      SAT sinyali riskli – para girişi var                                  
