TARIH       SEMBOL         ANA SINYAL  SON FIYAT   PGC ORAN    HACIM ORAN  HACIM/PGC   ACIKLAMA                                                              
13.03.2026  PRKAB          SAT         42,88       -0.0529     -0.5394     10.1914     PGC çok küçük, oran şişmiş – dikkatli yorumla                         
13.03.2026  OTKAR          SAT         364,75      -0.1141     -0.3412     2.9895      Satış baskısı güçlü, hacim düşüşü sert                                
13.03.2026  ODAS           SAT         6,01        0.5471      1.1188      2.0448      SAT sinyali riskli – para girişi var                                  
13.03.2026  KRSTL          SAT         9,22        0.6473      0.9398      1.4519      SAT sinyali riskli – para girişi var                                  
13.03.2026  MEGMT          SAT         65,75       0.3041      0.3671      1.2073      SAT sinyali riskli – para girişi var                                  
13.03.2026  ULUSE          SAT         185,50      0.6865      0.7677      1.1182      SAT sinyali riskli – para girişi var                                  
13.03.2026  INTEK          SAT         274,00      1.1818      0.9499      0.8038      SAT sinyali riskli – para girişi var                                  
13.03.2026  FORMT          SAT         2,82        -1.1134     -0.8416     0.7558      Para çıkışı var, hacim düşüşüyle destekleniyor                        
13.03.2026  TUCLK          SAT         4,26        -0.8373     -0.5861     0.6999      Para çıkışı var, hacim düşüşüyle destekleniyor                        
13.03.2026  DERHL          SAT         14,54       -1.0019     -0.6471     0.6459      Para çıkışı var, hacim düşüşüyle destekleniyor                        
13.03.2026  GESAN          SAT         44,98       -0.9724     -0.6170     0.6345      Para çıkışı var, hacim düşüşüyle destekleniyor                        
13.03.2026  GRNYO          SAT         15,20       -1.0103     -0.6402     0.6337      Para çıkışı var, hacim düşüşüyle destekleniyor                        
13.03.2026  BVSAN          SAT         107,10      1.5833      0.9948      0.6283      SAT sinyali riskli – para girişi var                                  
13.03.2026  ORMA           SAT         161,90      0.1579      0.0981      0.6212      SAT sinyali riskli – para girişi var                                  
13.03.2026  VANGD          SAT         72,20       -0.6355     -0.3820     0.6011      Para çıkışı var, hacim düşüşüyle destekleniyor                        
13.03.2026  CCOLA          SAT         70,00       -1.1541     -0.6458     0.5596      Para çıkışı var, hacim düşüşüyle destekleniyor                        
13.03.2026  DESA           SAT         11,81       3.0753      1.6274      0.5292      SAT sinyali riskli – para girişi var                                  
